Name,Granger,CCM,CCA,DTW,CCF,Spearman,Pearson,log2FoldChange,Cluster
FBP1,0.9863606272980078,-0.17429636105543111,0.47419349962173984,4.016099805036491,-0.18978056737357446,-0.5054945054945055,-0.4741934996217398,0.07535048603190794,4
