Name,Granger,CCM,CCA,DTW,CCF,Spearman,Pearson,log2FoldChange,Cluster
PFKP,0.45345220191168006,0.26994543564776313,0.013549771770587228,2.423118995578002,0.8055686326499675,0.010989010989010988,-0.013549771770587249,-0.07654916364219833,3
