Name,Granger,CCM,CCA,DTW,CCF,Spearman,Pearson,log2FoldChange,Cluster
HK2,0.24857665291243003,-0.693226608093279,0.27518681686532276,4.820832890818332,-0.21468216153921676,-0.46703296703296704,-0.2751868168653228,-0.0911510757208415,7
