Name,Granger,CCM,CCA,DTW,CCF,Spearman,Pearson,log2FoldChange,Cluster
ALDOA,0.861964861488025,0.1912523377135397,0.5709164490616309,3.237005854081014,-0.46467491310049225,-0.5714285714285714,-0.570916449061631,0.014724473297990327,4
