Name	00D_1	00D_2	00D_3	07D_1	07D_2	07D_3	16D_1	16D_2	16D_3	30D_1	30D_2	30D_3	50D_1	50D_2	50D_3	55D_1	55D_2	55D_3	60D_1	60D_2	60D_3
Capsaicin	36562908.65	65443852.91	52407751.64	103590830.5	505037688.6	1329677669	17661644123	5868812174	14216880719	57539082618	63330226950	62579371543	58409287708	39050369659	49121737834	50535229231	46884025380	52987546466	45649906187	62634383133	67491843814
Ceratodictyol	33775065.67	31067095.12	31578317.69	20601593.96	21836002.89	21147570.19	10997250.38	10385145.93	9537901.831	2081170.912	2369627.424	2271392.234	3444744.816	2795035.874	3144651.09	4002898.249	3327292.499	3093068.16	21163404.73	14291672.82	22842375.08
Cetrimonium	5669323.145	7371533.945	4989069.044	5338766.16	7752958.988	9259776.07	2605574.57	3562485.46	74153678.41	3069349.197	2142972.678	3242746.856	3254567.244	4473656.615	7688986.106	4357360.719	5595713.564	4337154.629	72056137.9	41270858.8	106740605.4
Choline	5885481737	5836639952	4804974341	5134944785	4648001272	3902592178	3586502867	3405570202	3033117327	3503906814	3115171108	3349346423	2338219036	2093063887	2051882191	1681128073	2165233919	2083193047	3603871725	3137427964	1999395585
Citral	56909271.37	83483588.9	69380316.88	155144449.7	379390413.8	104874136	173231188.8	177905879	89641277.7	92845391.67	98177831.44	84126597.42	25895702.03	53273964.79	23348604.02	23001024.66	51325756.3	18344364.6	54920005.5	27715432.49	44071906.13
Citroflex 4	1655500.418	1430291.5	1521276.294	8646756.688	4105362.238	2835621.705	2371237.677	1854312.72	1741454.726	1728418.892	2020120.337	1868942.942	1967373.485	2459485.513	1934264.637	2102582.966	1590937.632	1313598.23	3695746.151	4195697.635	3862729.49
Citroflex A-4	2092759.931	2267290.47	2615559.438	4529366.977	10959046.04	4777475.129	2807850.152	3091018.949	1934767.047	2153862.819	3004482.615	2535612.655	3791250.515	6478381.164	3374229.29	3763012.117	4167651.083	2239601.96	6760594.1	8202427.21	10004660.32
Clareolide 香紫苏内酯	3423056.704	2616186.893	3599418.576	2250814.972	1956160.045	1478752.947	12725557.34	10540124.29	9442232.275	15601446.14	16488338.7	17913783.85	2389566.882	3145196.232	2961428.985	1213158.767	844506.3289	999779.4661	1159551.114	1469232.542	1379030.162
Coniferylaldehyde	6703759.146	4207290.692	4270472.787	9061786.457	2369439.053	8369670.498	16171206.14	12496562.51	7440555.619	21470022.28	23336265.6	28738941.92	6602315.008	11996022.32	14624434.83	5708115.745	6072779.543	10398242.82	13154908.9	4181678.075	17790183.17
Convolvamine	1331201.236	1224942.168	1294491.545	1324448.44	1211308.52	1774132.493	795948.9798	990172.9089	1181881.04	6398094.65	8992879.582	8220215.529	2192334.065	5016520.468	2643949.439	6639586.475	2992360.867	3923839.072	7505219.473	4720168.427	5534360.189
Corymboside	32854403.81	51657950.28	62924220.92	25005741.15	24673600.2	39866035.01	28869478.8	37034076.8	21231621.58	32043727.1	29117041.32	47135351.23	10668984.14	13915760.4	13413067.54	16256457.15	11199236.71	15304466.85	13770952.46	21948292.07	22039594.08
Coumaroyl agmatine (isomer of 1297)	223107601.5	212049738.9	220252120.7	431709146.5	512094299.7	364888231.7	2768097063	3565698365	2675887658	46896690.7	43977198.48	9450050.57	6138990.619	3625206.077	5282733.582	6082258.149	2678915.499	5215871.377	1082909.267	4698124.389	3238523.65
Coumaroyl putrescin	3044335497	3249447961	3173554351	6088942993	7151881283	5931369459	5319275392	6292496490	3594122367	145384931.8	152559815.5	96207350.42	11877310.98	5407964.194	11651566.67	8424467.624	8771063.017	19122023.44	2974593.382	20306651.19	39455196.49
Crotonic acid	221404870.1	242879063	213996102	218185739.9	160126284.7	181149780.7	110263781.2	63599046.49	74834089.94	113542945.9	94359716.71	100284093.4	127814442.8	60752528.57	93321358.86	97060748.51	92582183.82	108183539	251263066.7	278589878.3	299521348.5
Crotonoside	4027322582	4022712687	4024739502	910354308.4	810880135.1	929999669.7	74794356.09	56585512.24	97534031.11	61883233.2	50587792.93	54788563.04	38364538.69	32656388.82	32973185.73	22556492.9	22457470.61	18231791.86	418667901.9	292907102.5	429475313.7
Cyclohexylamine	2033010.355	1613345.829	3058149.415	1949424.796	1767167.989	1758691.211	4227014.243	1745852.595	4493286.476	18603920.69	15857741.57	18429076.95	6809595.459	8157787.939	7512934.233	8663302.453	12212447.9	8485288.984	6167922.741	6443324.752	9013494.819
Cynaroside	235819572.9	210876513.5	223073853.7	153044841.2	115577351.9	87418036.66	50496590.44	82552266.93	15114269.64	12500797.93	7878028.433	5001922.516	1556593.96	1636542.469	462460.7236	498011.2571	1046866.23	488477.2904	3576269.472	1863629.219	1655741.035
Cytidine	577031100.7	583100798.1	497108244.7	180644559.3	145212479.7	147927862.7	2622056.211	2323290.715	3078441.895	3120965.486	1503612.794	2892271.913	2336779.75	1325039.411	1129968.463	2735517.941	3780077.446	3525811.222	84079686.78	48170403.28	51508803.72
Cytidine 5'-monophosphate (hydrate)	27204731.83	17871418.38	13308576.49	11112391.59	9812953.928	9705866.02	962094.0369	442816.2329	922758.7737	604006.6337	509790.1767	483840.4656	721704.5549	622691.8704	662094.4539	729803.0807	642539.9671	661186.984	24992538.95	20642218.11	26008758.56
"Cytidine-3',5'-cyclicmonophosphate"	22220132.46	19590509.63	22740359.97	20444751.62	20959582.57	22294741.08	1301538.532	1280504.899	1236771.809	1286850.09	1260488.436	1325085.256	1079636.408	1066007.893	1125060.871	1332795.752	1315933.805	1406367.268	74311975.62	96729646.37	69401198.58
Cytosine	344266502.6	338577418.5	293440527.7	121086315.9	90918383.81	96059652.98	1614233.33	1512991.477	2425761.596	1570556.661	1563851.766	1352721.783	1304160.838	1283569.434	1182735.024	1555657.304	1549738.123	1531438.997	45835749.59	31284392.56	44884450.38
D-(+)-Camphor	8875273.506	16120661.23	14724119.59	11237282.59	8237693.487	10797074.09	1535685.636	2420394.893	1824120.6	5224238.802	4795561.718	6016582.345	1484865.535	2110595.444	353446.6388	1670482.594	737997.7612	469997.9101	2679033.059	350641.1257	672898.285
D-(+)-Maltose	9234807.252	5436080.941	5925944.348	201642194.8	267045463.1	143131484.5	422661898.9	343580420.5	434238875	457884423.9	358785320.6	448731578.2	949755179.3	859009012.4	791391728.4	661099884.3	546402914.1	508173293	143803043.7	51258796.23	59300871.1
D-(-)-Quinic acid	13983138.61	12242619.67	20975882.19	248650663.3	194426803	214879009.7	193480540.5	210508186.1	179062311.7	77253478.51	97369884.97	78241389.38	33877218.57	24097369.75	25383103.74	22592820.51	17288385.97	19002859.25	19062173.77	18148447.23	17313545.46
D-Panthenol	1399601.744	2036443.547	617262.0364	598777.5876	724664.4505	359541.9721	795500.2071	1098365.343	616199.8395	781708.7789	397576.9629	417374.7744	1298733.036	599141.2386	1610685.435	1712625.337	427299.551	552882.8954	38158847.36	414852.7046	780727.6172
D-Sphingosine	281805331.2	284794417.4	274010990.3	36110319.52	36216887.97	42411495.09	7941548.805	8476484.512	6312691.684	2483548.036	1815524.796	1891778.828	699240.3514	1135098.991	1168784.344	451989.7443	2447571.318	2230144.245	4496579.452	5482342.202	7946479.153
DL-Arginine	1013736332	947886959.4	785601781.3	133210457.5	162859237	149975304.9	115913357.8	101049684.1	156429230.7	522346525	376694411.3	470853708.6	1989338333	575327576.2	649460659.3	1472340484	1551233169	1590817966	1375764736	1590219654	2216651011
DL-Lysine	291974095.7	291985282.7	265808677.1	40838916.61	32036019.81	35731263.87	34022079.63	35554641.09	37641870.44	91519143.63	53304991.84	100224924.2	142456625	56810977.33	66123912.53	99555734.13	110618779.4	147956729.6	241532487.5	205274882.3	225572645.4
DL-Stachydrine	28417123.85	42500672.47	22956665.55	228722463.2	152202373	185925850.5	293718366.6	173907833.6	226714016.6	274038332.5	178161996.3	270003847	294573345.3	180632820.4	242254491.8	314718676.2	346570253.2	236111834.3	218688175.3	321865438.5	180383915
DL-Tryptophan	2020743196	2118893904	2007262433	191559149.9	225241916.4	290458758	712854227.2	1007017448	664183894.3	952557793.3	671127783.8	1089835008	515958491.9	517392128.9	559326950.6	1175462882	1167775215	1279558675	1318425583	1399113244	1487841673
DLK	98999576	95480037.74	92278048.98	6846468.632	4833795.535	5189117.329	539152.9625	425853.5217	404972.913	314269.7324	252359.3251	245490.7199	241690.0845	182750.9101	187043.0883	466777.8626	315344.7856	235299.5162	9628102.428	9780374.741	10221532.76
DNH	2844305.799	9601700.894	6836680.105	19862023.78	25105002.6	24163997.01	78534294.42	78410029.33	56740771.97	105114309.7	69827155.88	58428854.52	51231132.68	59324049.11	49200676.6	34668679.39	21423824.54	34430157.2	50159589.92	43141553.78	43421802.07
Decanamide	647017.3052	3747981.004	4847488.821	1217916.845	3818011.946	6264032.714	27247543.42	10648337.73	22781007.81	145650648.7	175079470.7	161622083.9	159205829.6	114076302.4	164558487.1	159776708.8	139805500.9	206944358.8	145901701.6	251638322.2	267305635.5
Dehydroepiandrosterone (DHEA)	1430298.611	1515429.555	1337238.115	828884.9431	612775.9724	614202.151	398334.5747	372849.9611	529169.883	3653779.384	880946.3252	5496161.627	11380951.29	18662586.61	18554445.4	9969472.46	13636671.69	10073074.08	15185286.99	5379131.447	13073790.08
Demethylwedelolactone 去甲蟛蜞菊内酯	1185165.289	1324923.218	1260127.13	3673134.65	1408432.456	1797108.461	14820398.75	17259534.95	13128262.1	12444356.51	12936264.91	10004888.04	2384218.02	2861896.163	1485257.947	2337232.51	982340.6153	1397712.346	1830028.545	2198434.352	1508684.251
Desthiobiotin	19630307.65	19656407.68	20001269.81	5756912.027	4866879.861	5891649.036	2808786.814	1805103.173	1858093.544	315808.3313	470407.6167	397753.0706	279802.1087	260934.1381	284886.2435	353676.6064	537447.6675	775007.9556	3872514.702	4000752.54	4527053.05
Diacetalol	1580671.789	1639652.051	1670334.407	12288139.41	16676218.38	17194770.78	9198631.855	7615181.9	8269925.113	10377922.1	12061835.64	13719842.79	4884254.698	6243695.067	6600630.633	8637995.276	6079429.614	5282576.618	2597161.856	4669507.39	6139023.582
Dibutylone	1020309.927	1146213.406	990751.318	1083894.711	2741136.115	2642191.116	3993283.355	5043255.942	4743190.82	10159098.6	9635204.412	10085810.81	6985517.098	8262469.972	6506509.755	10622696.34	8169455.427	7605382.696	9034676.463	7196949.075	6772617.375
Dicoumaroyl Spermidine	700305016.2	683249452.4	715234265.7	565927.2119	703277.5517	1020803.758	328463.2376	359464.2896	324312.5699	469296.1683	442299.4112	1265246.202	410294.121	606146.2616	517380.7872	512227.1704	583321.805	543309.8976	502200.8399	536015.2244	522602.8236
Didecyldimethylammonium	109500.1054	206691.086	113515.9753	267694.8041	269471.046	244173.0618	672616.1939	132594.8603	1669156.47	123224.1701	128107.3161	483395.4765	974441.0026	212985.3089	2312388.43	886983.1333	1629720.248	117235.2505	55631349.96	290417.3372	3344755.009
Dihydrocapsaicin	19114202.07	32533867.01	24912735.92	47784767.01	246674261.9	662476444	7533189368	2601073816	5619178211	32967475375	37066234341	36858678022	36763159911	25004716965	29522999336	28633240574	25604074539	35440527423	26882064159	39767521725	48579626550
Dihydrokaempferol	36252407.9	33975933.14	37812954.66	914825.2042	1174729.394	1484687.56	611788.3671	593501.1264	577011.5514	489301.6571	487118.7499	446109.3117	451678.535	445663.9797	440577.5829	493442.9558	451637.7521	444592.8995	529051.5447	489396.0499	477822.9499
Dihydrosphingosine	115534917.5	115832378.9	108112668.7	168414576.6	197499501.8	206449073.5	32571689.15	37631316.38	34060831.88	8623542.97	12617040.39	7137632.024	3045164.842	4069892.347	3284115.265	7643007.575	6956310.388	6345199.495	12471478.48	7506948.02	7762941.974
Dimethyl phthalate	45717216.37	44474188.61	41945707.81	73805529	53627254.97	68291732.61	2131624.33	4991023.781	3052301.848	3422510.745	2762923.891	4319770.42	4156870.34	4518380.401	4719147.752	3583287.595	4816299.512	2999571.874	42608769.51	50080671.31	52728888.99
Dinophysistoxin-1	232331.0302	271840.0935	264723.0479	44992507.13	47899789.15	39989435.71	20317625.14	18639438.5	25461238.12	20149741.93	20468307.57	15295720.39	12329270.66	9949094.061	11572327.26	2653751.267	6311371.348	6961155.717	899314.2973	1133172.65	1240130.709
Diosgenin glucoside 延龄草苷	735462.6784	722852.741	628056.9104	783317.7035	743157.0734	733382.9908	817258.2971	751411.9582	730873.3835	11963110.99	756301.8664	24615487.12	57161352.57	110449521.5	98309335.63	5591710.384	15849814.49	13841046.43	6795892.62	442480.2442	5078731.174
Diosgenin 薯蓣皂素	504477.5175	475945.477	443880.5978	224091.7092	245761.8632	232620.612	160464.6554	164025.1183	178341.2696	1448149.15	838556.3216	968263.916	631679.4401	1655128.305	1021049.702	1037570.327	1013509.103	656474.1328	46716808.79	30594535.96	135427478.3
Diphenidine	644094.6501	607684.1305	664619.9277	153634.3063	110609.6294	521446.6757	224019.5694	410166.7695	709936.906	9583730.445	11687510.81	6083593.44	2776476.499	11723660.09	24883418.38	3149570.169	2217259.216	6379635.747	3583818.716	762007.6059	3096543.865
Diphenylphosphine oxide	7027782.763	6350413.306	8129805.943	15713437.27	13440998.1	8825238.077	2559561.406	712988.3279	521077.0323	621260.8913	412331.075	376977.9368	1920372.26	1423799.428	1682596.164	606210.6948	618516.8004	565250.6256	8028397.889	10253076.82	11608073.91
Dobutamine	109585.9562	112998.8259	108441.1316	135642.6288	706284.1295	1840571.301	35254067.02	8386586.355	30458680.25	233361074.1	255990817.5	241810520.8	192395284.2	75851827.01	124140221.8	144558880.2	116725689.5	162986585.6	107649293	254479369.5	294556544.2
Dodecyltrimethylammonium	262594.2491	1021315.311	1451231.356	952684.5704	2981051.639	5538081.014	19277133.68	4704004.46	7880012.363	389961128.9	332873112.7	454279814.1	916957205.2	515859115.8	749046083	1032138328	920067319.6	973791150	814860281	1551379215	1393848725
Drospirenone	48983900.58	51631244.75	45646557.42	53112913.84	40211090.77	52320155.65	44265596.1	46574416.88	42318269.9	39916476.06	45193969.43	33747506.59	17425276.31	11736698.61	12344004.66	10635536.53	12083682.78	9208790.584	33102403.65	11445579.89	17799441
ELK	37043314.72	36904303.5	36606396.77	2864686.134	2766411.144	3641988.434	150762.1023	165900.3112	171713.5277	137812.0757	136172.1557	128517.7605	138447.9108	118355.0817	131983.8019	268109.0194	161501.4171	170950.0111	12633976.68	10960820.21	11023896.48
Ecgonine	24229054.25	21987101.44	25106868.63	1041470.979	2420402.67	2324980.09	10396086.38	2571976.243	7391097.423	147846417.2	175935998.2	173745989.8	133432095.3	86962820.26	97742769.14	88529678.51	120067251.2	94563100.12	61534041.89	61669431.91	112569062.8
Ecgonine methyl ester	8604528.873	11824526.04	13291884.69	1059964.297	1950549.982	766242.8957	823594.8056	621824.5882	552630.0238	7745560.653	6818636.509	9346701.776	12517023.75	9394934.042	12857234.79	8047267.122	9607885.473	8662309.949	3919040.398	6927168.082	10110323.28
Eicosapentaenoic acid	116016257.2	123873188	108723153.3	43769711.33	37230769.73	51613965.65	28569328.05	33853826.39	34035104.87	38156900.7	32130032.19	37800268.08	61426417.5	70126521.34	73796574.88	53257844.14	46472445.58	51742475.72	64904291.47	58003598.11	48033604.84
Eicosapentaenoic acid methyl ester	10193559.83	13169512.74	11338030.66	5819498.192	5050416.416	4404030.28	570756.6922	501113.1492	173833.1779	325753.436	434868.4086	464394.2513	591652.2464	444609.0452	576617.8997	480574.9029	546623.1107	469484.3785	456589.5594	515604.7676	637825.5107
Epitestosterone	4400555.115	4453664.364	3901300.355	4317731.316	4253510.248	3940218.566	3118351.992	1325784.186	553037.4315	381670.2842	536252.5488	626222.0396	168002.8703	447338.3008	394611.2623	184524.3314	279077.7207	149407.0033	227419.805	324318.4982	184705.414
"Erythrono-1,4-lactone"	23082991.04	19339431.93	16932469.01	120847963.4	164907769.2	130261246.1	101961779.6	118242939.6	96337265.89	22432302.67	22373004.23	14000350.94	4750056.526	4112675.414	2874759.269	4892921.232	5306582.845	3710775.568	3154800.628	4904971.286	3465864.713
Esculetin	21190518.4	27911206.57	25793565.98	1354141.72	1018543.23	1220078.238	2301207.573	1892483.919	1278516.933	3184304.125	681453.879	398238.4237	608465.3333	884163.8879	1079745.103	787800.5043	279182.8942	267869.0566	387482.7594	299344.7044	293934.0785
Esmolol	5837789.929	5138155.199	5168773.257	24490020.52	16147081.37	40119179.81	55162954.43	92128495.05	48031040.32	59115242.25	80440805.92	69200864.17	5505846.703	12939988.91	9248563.004	17476346.34	11002637.71	11363688.64	69354189.49	34278353.87	37213199.71
"Ethyl 6-[(2,4-dichlorophenyl)methylene]-5-oxo-5,6,7,8-tetrahydronaphthalene-2-carboxylate"	889931.8116	849267.3395	831383.4346	913303.2113	1002412.156	628744.8148	2649962.445	2447976.86	2871223.373	5802365.611	5862711.133	4008112.923	208277.7646	461175.3295	205408.4143	356474.314	386801.6973	246616.4824	383569.1989	563133.4573	487279.2837
Ethyl oleate	4142457.665	4504501.893	5600664.101	192099.0936	190917.0372	193327.2488	181252.9736	180741.6398	430940.5199	185562.415	211749.7206	290199.3613	188315.8242	161971.9858	181849.8429	171984.0384	165303.5189	185123.0614	171589.2787	191639.6061	189879.5735
Etoxazole	10901474.89	10328621.21	11527194.27	20505282.18	21334922.99	23348984.46	30464753.16	9392376.918	5869710.815	8534298.216	6338047.531	7690944.554	16105922.84	17087179	18190199.87	10141182.58	10992651.12	9758578.524	21723481.29	39018119.72	43740733.45
Exemestane	26560586.66	25597349.67	25477858.62	12921230.97	11183696.89	14015996.58	1474935.703	1818137.334	2102640.101	20231404.49	7880701.096	28041875.82	15869352.8	18996186.54	14415342.31	20749222.98	20723465.04	8674533.286	25102119.36	21361522.05	748803.955
FPH	48489792.29	25950241.53	15746900.32	2420221.484	3436371.386	1981176.211	786939.664	1325211.098	1233620.697	539502.4919	531738.9263	453005.1806	543602.7091	474983.7941	582662.405	654478.8426	658871.8118	781463.2631	4844260.103	7352071.615	6207652.893
Ferulic acid	3097280.036	2272450.047	2566892.313	787486.4392	561853.8784	884402.797	5304431.679	2642215.105	5732031.743	40091443.92	27125198.95	55548056.31	56998289.73	43573909.71	62995836.86	70335103.02	62422732.62	90490148.03	36454716.53	44315375.78	45814786.82
Feruloyl O-methyldopamine	74701281.64	66330148.92	76672339.15	4265414.034	1397659.814	7734823.372	751618.6024	701848.8799	735203.3691	6043660.642	10466572.34	4688719.616	9964783.518	4299002.421	7871113.028	11090153.69	8486228.295	11776402.85	14578234.26	19698858.78	26914034.96
Feruloyl putrescine (isomer of 1173)	4717828823	4881415787	4814848394	1834657869	2471767932	2200545068	4151035674	3510775399	2327575961	1883933101	2067780834	1746351879	635481540.1	728627871.8	822068092.9	370299784.6	418439733.8	586551187.9	336442495.7	449721116.1	637432421.1
"Flavone base + 4O, O-MalonylHex"	57983503.23	56103937.94	61063264.54	59114850.69	61459500.54	36586545.97	75184376.29	108275919	18660757.7	34678923.94	33259063.08	17945514.29	4302899.898	1406399.002	741497.1364	966298.606	1904612.524	698401.8879	1027465.295	908605.0519	1989804.69
GLK	78006373.28	73845264.13	67342958.68	787381.5201	622789.8243	1013428.782	155886.9647	147768.1501	141640.9492	153959.0185	148281.075	131777.5269	166292.4262	126652.4349	134729.3328	364385.3398	245190.4023	483579.3969	51328183.43	41522280.59	41499513.49
Germacrone 吉马酮	10390344.62	11094081.85	18702517.25	5892890.181	10663679.41	10863847.75	7629459.248	8702318.553	8902094.366	6331024.723	6865218.945	7708534.663	5604202.91	6533864.332	6975823.037	7677009.718	8195693.684	11560306.53	23908652.06	9577467.806	4026927.04
Gitogenin 支脱皂苷元	1238418.398	1344634.352	1219471.327	720337.2505	545486.8623	561682.1	347425.8941	332969.214	482743.611	2621949.789	821731.964	4938269.543	12919746.51	22314229.28	21941088.14	11413650.83	15433452.42	11632202.66	16272047.82	5489586.336	14029586.64
Glu-Thr	52005342.29	56865879.2	64306793.38	5706037.411	4003504.352	5247671.316	1199046.867	1372774.633	1611778.373	1661893.032	1593563.448	1764998.438	1174477.097	1246110.234	1531737.302	1565321.595	1875214.36	3105469.546	84110739.89	100125622	102414872.4
Glu-Val-Phe	328320335.5	297089857	259932107.1	10898077.19	3925417.693	5693213.127	316533.0256	312714.3914	430853.5006	395223.0516	428656.9137	480410.4456	1611192.194	588198.3166	810117.0921	4707211.162	3328296.22	4278629.499	65364527.61	50372834.31	41345963.23
Glutamylleucine	844571250.7	853586362.6	704864637.3	53764194.16	42173037.52	56388824.96	1059628.866	1459130.486	1631582.61	2201288.235	1427952.68	1927820.294	1427574.92	1167844.015	1389844.923	4270744.917	2980291.827	3977108.064	314932540.5	258365316.5	242435135.8
Glutamylphenylalanine (isomer of 1503)	40291573.03	40280138.96	38511536.3	4386131.394	3169090.733	4437261.919	1550328.37	1180898.082	1047581.144	3386453.952	2944734.558	3148077.981	4244981.013	2339931.532	2994001.097	4971714.797	3659339.164	4185596.169	20218548.75	12331284.48	13354895.75
Glutamyltyrosine	214036607.4	207828753.3	206104424.5	8692382.723	6868223.993	8385625.293	202495.703	187941.7562	166248.1148	351715.6015	210500.003	295499.131	347344.4412	111534.5778	204246.1943	278027.3325	285662.2984	404358.5855	62683135.77	46273443.54	51496112.28
Gly-Tyr	312967913.9	306451619.3	285758454	14165494.27	9385876.159	13211057.18	816290.642	830888.4425	871055.0701	716582.6111	307130.2551	730619.5434	877882.9549	783733.601	934433.4391	1146455.75	1029680.081	1185454.751	76037360.68	50378403.7	60496043.59
Gly-Tyr-Ala	15495603.32	15393933.56	14947753.27	956080.7058	554999.6676	618689.9945	207435.4435	187737.8323	160688.2885	137943.4998	140122.6604	127066.3102	140048.8224	109422.1281	112995.9524	159345.2777	147067.9562	151495.5751	6816510.127	5166859.889	5355559.842
Gly-Val	84730977.16	88883101.27	90022612.39	5395065.559	4673887.648	5464418.317	968127.573	1334177.629	501540.2445	812670.4384	862835.3183	874950.331	1309343.139	863797.0117	651879.4551	1699444.756	1393076.141	1537320.081	65739535.43	51401267.91	57829763.29
Glycerophospho-N-palmitoyl ethanolamine	12512147.26	14037380.76	11076954.16	894071.2723	266274.4273	367460.1881	921991.9766	462120.3745	354474.3544	395402.2854	365324.1546	373975.6077	554274.0647	555405.0671	594504.9969	446888.8696	432111.3715	429799.8185	385990.1144	338584.3027	340270.7834
Glycyl-L-leucine	2138540361	2128777216	2054767625	28436361.57	27235309.53	34735702.43	7994462.702	8926176.142	9838603.514	19903418.56	19997987.48	20331610.38	53411237.34	39411683.7	46747881.39	112637626.6	95810364.68	106996985.5	878159037.8	720596444.3	666475252.6
Grossamide or its isomer (not validated)	55163948.82	50111989.69	48496248.18	35718864.48	25139916.22	64509177.92	1150533.97	3954055.509	5597944.124	11460475.38	15390352.26	12763257.19	3040352.876	6707635.979	4766081.354	7145126.793	1888889.175	4970229.444	10727810.1	2810366.673	8402363.711
Guanine	1584537632	1587045328	1587865750	355960784.7	314973400.4	363885628.2	30387157.59	23277915.97	38215818.61	24993219.73	18857075.24	21957526.45	15044428.57	13118333.62	14075706.82	9314350.365	9395127.44	7649726.539	161686622.6	116171835.4	169392688.5
Guanosine 5'-monophosphate	31119165.2	30246513.15	29570390.88	22592553.69	20072943.82	21656147.65	15402311.12	11904283.97	12387159.77	8055147.069	6336077.209	8094750.712	3703227.186	2694056.472	4956419.751	1642486.628	6054446.667	7016603.76	100568597.8	97886521.2	106230720.6
Guanosine cyclic monophosphate	90342766.61	84486298.1	78791736.49	40950594.4	39297413.93	42246510.11	804178.2316	795104.6147	1110668.348	630755.9148	527084.5774	550175.5456	265772.4677	255503.0312	268132.8088	629918.8658	871138.9412	554618.6151	181858629	249176861.2	184173329.9
Heroin-d3	17837572.47	17816255.11	18336129.76	92538121.25	122610833.3	93007738.07	22063038.05	27562830.85	32663738.21	12217410.07	8636952.157	11293435.42	11506793.73	7388063.997	7941221.348	16324117.19	9482773.829	9213181.51	10451086.86	12255572.06	11455714.83
Hexadecanamide	30534106.63	32134381.28	32160507.05	48708685.13	46373373.12	55292288.7	274912308	274538355.5	233484188.9	1044047824	1103725471	1707298792	3076770866	1631898036	2356953723	1693672897	1940553600	1707638181	1220674156	1588784997	2087654823
Homo-anatoxin	437844.506	409142.3253	352832.595	295515.9524	280527.7402	308153.7769	328407.3478	187811.2647	182643.4466	4076631.359	3870691.579	4202656.774	3841893.624	2095599.903	2718595.03	3286236.084	3085018.583	2638710.593	2845132.721	3927489.791	4695409.149
HomocapsaicinⅡ	542038.198	1272938.009	969851.293	2410670.405	19917716.6	65379068.78	996127180.3	307489750.5	627313744.9	4071915223	4461471330	4479728169	4364454996	2137516823	3066492686	3760973236	2898041508	3712582131	2724408200	5575310614	5611926381
HomodihydrocapsaicinI	1578555.442	3415763.238	1783356.334	3098845.409	22971523.21	56215180.15	1325846749	680727917.8	1081193979	4003934052	4711245128	4877961809	4975009072	2897830961	4295713593	4607735133	2946708298	5239634497	3929904660	7678860639	7310939277
Hydroxyacetildenafil	839301.677	853758.4775	853290.3095	406791.7043	387737.4585	392682.8649	5417934.421	4846215.644	7174812.566	17437129.64	15643589.52	19130479.12	11716565.18	8192808.742	11353704.23	3190777.225	3878178.743	2913762.204	5585894.398	6812597.295	5173429.829
Hypoxanthine	29477983.27	26554627.05	28025307.74	3924890.6	3789828.121	3330198.407	174116.7339	182360.3442	139878.4783	172256.9375	374029.4093	336325.3346	180785.1024	128954.3977	153851.619	374062.0472	226164.4874	234126.5945	1567275.746	437010.338	1559148.129
ILK	23924066.95	25469516.83	18399938.7	192399.7841	179031.8043	181537.5529	176928.1215	164013.6078	158836.9822	131183.9328	124734.3222	105577.9017	116616.1358	88271.82318	88939.6777	130568.6097	115012.0553	112257.4659	8555738.391	5685003.897	5663345.917
IPK	30419884.42	28982908.03	21128085.12	284367.0233	269479.2553	281144.5521	262368.8494	248538.273	246610.1609	190243.0022	171099.3935	160474.5105	174232.72	140951.7231	164730.117	208769.8981	183559.593	189148.5948	27105824.69	26430084.31	18823960.55
Indoline	11907740.84	14519782.59	12787365.57	606711.4827	477557.8503	561763.9362	232521.7893	283353.2817	246676.5375	520507.7961	357095.5282	334521.3249	363074.1823	511040.9008	478255.9509	522162.5576	562997.643	414130.6149	5917054.172	4984731.786	3845608.349
Isoamylamine	169174806.7	189295924.2	192463776.7	12565082.08	12328379.6	12596892.68	27232604.16	17304137.38	18613111.42	58213374.67	57796038.32	62191491.82	70308280.4	40528724.56	53271673.8	63123324.05	82769714.64	54425822.96	32264772.85	47240892.23	56579369.72
Isoleucine	12956988443	14806710275	16228975637	2313596911	2472352675	3016229929	4309807225	1881533900	1813257065	3272795141	2775150019	3722883033	2896768757	2232090991	2758849534	2382773968	2746419166	3032845910	6057647504	5848992839	6777346941
Isoleucylserine	1789171388	1880472948	1729387423	39873240.13	33267959.55	40309457.22	4543335.663	4794133.82	4617020.225	8061123.212	6588579.096	7662672.972	18650320.02	15151839.92	17099949.73	52960565.45	49055294.22	47538744.96	856393792.4	734830742.3	623927951.4
Isorhamnetin	1498607.175	1817726.933	1437886.775	8800679.53	6385987.684	3896303.846	45490522.47	60613608.93	40110587.1	52126528.66	47697153.18	43435972.05	15301611.64	13111247.88	730471.1534	11449600.54	10710069.88	7590445.585	8096718.016	6767118.538	6652710.002
Kaempferol	180632562.4	146329927.8	207929816.2	79807424.57	80669008.92	68407893.68	45813825.09	61277801.52	28646819.79	12000859.29	13123112.82	9330539.443	4978309.207	2710198.389	2433449.355	3171415.615	2763277.051	2830051.061	13119373.71	32546439.86	28590957.29
Kaurane	3203340.014	3467198.348	3043698.741	4669718.318	4715522.857	4310154.851	70057417.43	58634149.5	58286495.16	89219152.22	71539541.37	87525072.33	164571106	159115714.2	191433967.7	116363396.6	97920332.99	95468456.02	9445696.693	7081084.377	9766706.53
