Name	00D_1	00D_2	00D_3	07D_1	07D_2	07D_3	16D_1	16D_2	16D_3	30D_1	30D_2	30D_3	50D_1	50D_2	50D_3	55D_1	55D_2	55D_3	60D_1	60D_2	60D_3
(+/-)-C75	2328435.153	2698359.39	1423818.012	511722.5299	1209505.715	1335990.81	1164401.162	1403492.827	1965721.749	4655819.66	5044860.216	4178101.345	5215818.876	4490974.135	7416386.03	4352038.371	4774761.071	6053114.861	2555613.19	3942994.632	2602865.332
(-)-Caryophyllene oxide	164385094.3	150971879.4	153867660.8	84035748.58	72613349.45	86652331.51	19462654.88	25742565.09	15366069.01	7094576.8	7041729.113	8583745.581	2720165.227	4126383.158	6039011.215	8134035.982	2868261.797	1879456.717	16263546.83	19920550.46	17834385.1
"(1R,2S,3R,4R)-3-[(Cyclopentylmethyl)amino]-4-phenyl-1,2-cyclopentanediol"	15648483.38	16959660.42	19147019.77	74443405.52	64844023.97	73468023.08	68134090.25	66553257.28	94264958.21	51205168.07	77518931.62	59914637.3	1331854.597	3604714.379	1474834.292	12867450.75	11362645.87	3737829.295	14461052.94	2549558.395	749687.1279
"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid"	11694644.73	11787169.79	10518469.86	23337343.28	27298377.68	25013181.48	6965505.825	9073465.301	5702783.357	472472.6903	898676.1882	486193.1933	394751.5305	1249524.013	399947.4532	392004.948	615864.9948	393212.1001	446479.2002	516170.7519	462471.2736
"(1S,3R,4R,5R)-1,3,4-trihydroxy-5-{[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}cyclohexane-1-carboxylic acid"	16789378.78	14471370.84	15803136.6	13323726.19	15929837.72	10529617.91	18993032.13	12152582.82	14550551.67	4224064.07	6270303.649	4659618.073	3274228.948	4265600.24	5015977.208	3602734.87	3996653.216	1951436.3	2972090.387	4487862.995	13871030.9
"(1S,4S,5R,10S,13S,17S,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0Âa,Âaâ¸.0â´,Âaâ·.0âµ,Âaâ´.0â¸,ÂaÂl]tetracos-15-en-23-one"	171269.138	194182.0575	209608.0599	177888.4899	232761.3358	212160.8414	174914.3892	185150.6003	186134.4896	1006296.853	718176.7227	1540523.195	3339165.442	7935900.438	6330304.525	3337265.399	6496687.982	1008535.535	8974440.78	3936463.867	13543449.85
"(1S,4S,5R,9R,13S)-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.0Âa,Âaâ°.0â´,âa]hexadec-10-ene-5-carboxylic acid"	745594988.2	702946005.7	687190912.7	840490190.7	835056222.2	862264613.3	879396206.3	993954296.1	748403588.2	150977878.6	154242083.2	112957170.5	40644975.67	36566382.13	47170958.39	36818762.03	40402370.25	40040987.05	137718708.5	283438128.5	176464248
"(1S,6R,11aR,13R,14aS)-1,13-dihydroxy-6-methyl-1H,4H,6H,7H,8H,9H,11aH,12H,13H,14H,14aH-cyclopenta[f]oxacyclotridecan-4-one"	18470243.75	21284764.22	20205301.96	9689574.943	9099938.394	11076620.7	1186587.814	1933637.355	2868972.874	1029294.403	616145.391	1089466.151	676015.2124	635282.2341	493864.355	567991.086	514488.8923	506400.2774	780234.6519	547911.8531	472577.518
"(1aR,2E,4aR,6S,7S,7aR,8R,11aS)-1,1,3,6-Tetramethyl-9-methylene-4-oxo-1,1a,4,5,6,7,7a,8,9,10,11,11a-dodecahydro-4aH-cyclopenta[a]cyclopropa[f][11]annulene-4a,7,8-triyl triacetate"	1607326.519	5151842.781	7927328.392	1109051.521	1495571.765	1592904.269	3353640.267	2264455.793	2212977.142	144032649.5	98829185.17	231190399.6	189544288.9	274680251.6	311778337.6	281757413.8	277051792.4	209887666.7	214360670.3	155663865.5	140164779.1
"(1r,3R,4s,5S)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid"	1441518257	1386497742	1417323558	1403249222	1205775316	1037631112	2532842192	3033065399	1978246652	1075972779	1355337576	892528687.9	385171056	641840221.6	537782224.2	638938811.2	387240321.4	295864811	427441512.9	385161776.1	408975073.4
(2E)-3-(4-Hydroxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide	1669475151	1670709081	1713033682	5853506.013	5677399.974	11026292.48	1681511.697	1658568.408	752207.5271	1305253.026	1856256.445	10285045.64	464085.5921	370728.0008	681974.5403	730322.929	425025.9454	544971.4	534255.0038	519155.689	503446.0885
"(2E)-5-{(1R,4aS,5S,6R,8aS)-5-[(β-D-Glucopyranosyloxy)methyl]-6-hydroxy-5,8a-dimethyl-2-methylenedecahydro-1-naphthalenyl}-3-methyl-2-penten-1-yl β-D-glucopyranoside"	43086785.53	46277991.41	40816004.86	11795308.01	9687163.923	10227040.82	11066603.23	13398240.63	9717982.649	3562561.335	6069714.449	3666520.772	617989.6201	632066.2507	619571.4077	749072.9541	702471.0723	675711.193	1425115.476	751905.5591	1297461.617
"(2E,2'E)-N,N'-1,4-Butanediylbis[3-(4-hydroxyphenyl)acrylamide]"	643384217.5	639122049.3	631064385.5	940374.7722	1324677.884	2611392.234	716250.3341	653341.3214	725806.2831	690019.7304	620291.6729	5682699.682	554183.0014	532294.0713	566993.3311	624613.5934	595446.2006	574072.1314	596763.8363	482554.1675	458588.0175
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide"	87930.49696	101990.2704	104532.0525	231091.0141	211599.0875	278502.3884	167715.9193	288983.4269	182577.8155	792554.9919	1414441.203	638412.2267	1680347.184	1153463.5	1468242.285	1380880.502	2469904.175	354098.2324	1695854.93	1431013.843	2172452.989
"(2E,4E)-N-(2-methylpropyl)dodeca-2,4-dienamide"	1889485.36	1766661.192	1477192.67	754022.7079	2293837.969	2454694.767	22688922.42	19293062.63	21209345.9	123168173.1	167551636.2	169726522.9	147771585.7	81487934.97	141522773.6	92989237.51	118321824.9	112219344	76457708.18	95304507.92	82558553.99
"(2R,3R)-3,5-dihydroxy-2-(4-hydroxyphenyl)-7-methoxy-3,4-dihydro-2H-1-benzopyran-4-one"	227041467.6	238202001.7	241112207.6	660648.4424	590099.1122	1046973.892	362945.7124	394000.3927	489619.9445	413366.9162	472137.0822	2514056.084	510496.6875	473760.3814	519781.046	596300.9675	690102.8106	584470.2643	652501.3973	619307.7799	588148.1301
"(2R,3R,4S,5S,6R)-2-{[(2E,6R)-6-hydroxy-2,6-dimethylocta-2,7-dien-1-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol"	48393519.73	52564108.16	54335365.36	181955584.2	189270614.6	190890027.9	130615606	134279657.2	166196250.8	149804645.3	165985362.2	111233515.5	50870118.09	68187606.48	44205787.73	84963877.75	72922372.36	63023537.49	120195686.4	73623516.45	68775361.4
"(2R,3R,4S,5S,6R)-2-{[4-(4-hydroxy-2,6,6-trimethylcyclohex-1-en-1-yl)butan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol"	294723.5521	426425.181	305000.9095	249055.5541	303765.859	309683.174	7671128.12	6740009.196	6824783.341	1723250.586	3001481.112	2108497.65	964701.3934	1338921.045	897109.894	372023.4668	470814.0938	496139.6585	1440536.035	1372753.863	1394597.302
"(2S,3R,4S,5S,6R)-2-[4-hydroxy-2-methyl-5-(propan-2-yl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol"	547444.2606	512923.5083	473132.3686	12199585.21	13510363.66	8548568.689	8146348.345	7758408.814	7040110.657	1589723.024	2450602.24	1353426.394	263988.3578	245815.7726	242548.3957	287263.66	249380.7115	246510.8686	359405.0531	369829.991	329392.0165
"(3R,4S)-4-[2-(Cyclopropylamino)-2-oxoethyl]-3-ethyl-N-[3-(trifluoromethyl)phenyl]-1-piperidinecarboxamide"	3556601.525	3895514.945	3910994.889	286144.4358	230379.8218	217182.0013	201189.2836	257460.0152	202620.3868	136931.3642	149831.8701	152455.7718	107207.5795	118761.5167	141221.9184	127515.2448	122878.8428	212266.8191	2671149.502	842643.168	789490.2379
"(3S)-3-Methyl-5-[(1S,8aR)-2,5,5,8a-tetramethyl-4-oxo-1,4,4a,5,6,7,8,8a-octahydro-1-naphthalenyl]pentanoic acid"	57679810.87	60539281.4	58799793.97	9063880.181	11305862.4	10788948.57	5532831.388	10168474.88	5660087.016	1455896.69	555874.6493	602266.7829	346187.2194	1268113.104	818099.6946	253712.6013	453080.7994	235960.3468	401406.756	865734.6205	466190.0344
"(6E)-4,5,8-Trihydroxy-10-(2-hydroxypentyl)-3,3-dimethyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one"	13636960.37	12932979.35	12280528.33	4369615.573	4589615.34	4582275.785	1650394.984	1860560.24	2841354.127	5132172.82	5189389.378	5090359.602	2275311.3	5057107.244	2639225.069	2036722.819	2493769.918	1655529.69	2076135.087	1201351.897	2859310.574
(9cis)-Retinal	51476432.98	57885766.49	55193317.58	46322229.56	48086179.21	48093571.05	55606371.39	58427709.86	59782919.39	55617885.85	55206209.35	50898074.91	34714806.67	43807781.59	34071643.08	36245312.75	35443093.5	32119027.02	41707033.31	29635173.74	28072824.02
(S)-N-α-benzoylarginine ethyl ester	14042223.65	18128430	17609080.59	20088567.64	42094130.02	25082996.7	1822887.348	22838807.25	23165110.82	22619210.9	23564242.29	11226586.22	30806386.24	16106699.42	28114400.68	27043265.9	14650132.3	15725781.42	7956393.545	16485565.6	20029062.56
(S)-Nicotine	7269104.341	3903058.225	6377907.189	32549924.97	28292369.59	37686117.17	28283535.92	61266870.98	33414409.46	77300085.1	36301188.66	29179108.15	83263028.28	61573844.93	87986840.16	64398985.82	41010678.69	41790656.79	31885929.51	7104349.723	10758907.22
"1,2-dihydroxyheptadec-16-yn-4-yl acetate"	87089.03614	224167.0953	180952.5447	112041.3703	176209.2733	199699.029	18642179.82	22669007.74	34259173.66	47134345.31	41146764.13	49135620.5	28515365.2	41780623.59	27237149.71	21889004.17	28114815.75	21256002.29	19128517.95	11864172.62	11406312.65
"1,3-Dimethylbutylamine"	7883145.076	9000273.208	9178998.792	310542.0075	1275490.905	1387405.05	21160740.4	5907348.494	17939541.5	254815724.5	253969756.1	307676906	269958241.3	182632714.9	195756589.3	174147134	221299778	229169624.7	134664429	207492292.2	269635705.2
"1,4-dihydroxyheptadec-16-en-2-yl acetate"	840658.1409	928301.127	806150.1257	337571.8163	245346.2148	296267.4369	130908080	87497697.66	195946468.9	23977315.04	49563439.24	29077321.88	1454890.023	1022266.188	1716926.414	855960.3536	1361030.929	1441798.119	6157661.491	4984486.518	6116495.423
"1,4a-Dimethyl-6-methylene-5-[2-(2-oxo-2,5-dihydro-3-furanyl)ethyl]decahydro-1-naphthalenecarboxylic acid"	6744621.724	5608901.791	5498999.196	535027.1239	671232.7457	537389.0932	510498.0662	505145.7921	456953.6973	3579302.555	2862414.754	4352477.477	6419220.721	7440102.327	5044471.81	11605181.2	12219901.97	8493342.583	21438103.62	21633910.88	18610254.39
"1,5-Anhydro-1-[5,7-dihydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl]hexitol"	8858570.722	9231712.785	8481554.965	5752766.515	7019297.855	5855654.309	4690158.542	5607430.341	4024248.643	6879654.664	6293489.017	5603753.362	1388437.721	1481590.199	1239150.861	1660397.109	893733.8664	1428287.58	1632992.101	2394874.38	2245762.81
"1,5-Isoquinolinediol"	14001148.66	18698951.91	11090090.66	16712529.66	21329299.86	22683695.63	13176952.31	17034993.95	15359883.69	133491.8949	383571.9178	449425.2694	148771.8175	124575.7603	229347.6241	184351.5226	301314.5777	432581.3278	346096.7317	573704.8658	337124.4906
"1,5-Naphthalenediamine"	41495588.52	37429292.68	33405688.19	3710410.504	1840246.859	4276792.105	12939006.51	16651897.47	11329082.5	19148547.09	13251220.57	20646087.12	10439687.32	10137260.7	10978787.32	22925726.01	21331961	25889300.04	28360386.29	27665659.37	30194666.86
"1-(4-benzhydrylpiperazino)-3-[4-(1,2,3-thiadiazol-4-yl)phenoxy]-2-propanol"	6261345.523	6675679.439	7162078.22	6101717.227	6456030.562	4394139.633	4273259.622	4111850.407	6382998.64	11430544.49	9096978.878	10289137.55	14991229.38	14714256.66	10320579.03	16047500.88	16450208.63	15747480.67	17359078.91	14564214.31	13177438.26
1-Dodecyl-2-pyrrolidinone	29344788.71	30783992.46	29553999.09	44701961.6	43739395.04	48011362.97	268722666.1	259624352.9	238566970.1	1162761737	1429327020	2042392033	2793175789	1548297742	2304706399	1731457149	2089868339	1559104686	1250227949	1536469171	2224079980
1-Linoleoyl glycerol	502844513.7	468460179.2	433628309.5	357342995.9	259036744.6	366503763.7	94782631.54	81664184.35	73321767.14	35960194.67	33760749.48	39770765.66	35345748.81	25023090.44	35250066.46	29273431.03	26277658.36	39067565.18	414959466.1	345204788	336065120.6
1-Methyladenine	83583603.02	80963630.43	68444602.15	40689302.32	56599044.42	43614906.7	6384272.338	29581818.86	30075804.32	23478305.58	34261649.24	30012883.82	7467344.073	9482780.21	8027199.363	3119662.072	2387011.066	3670478.827	5098698.053	2681059.207	2319002.21
1-Methylguanine	8377708.782	8781669.824	8243137.28	5361437.779	4083692.994	4752077.552	939920.7484	892757.0873	1027777.033	1799292.963	1237828.265	1187302.609	1797061.934	1217313.472	1556151.326	1142964.786	1087620.746	1368071.655	1135453.866	645707.3017	1250748.906
1-Nitrosopiperidine (NPIP)	6942838.495	8067358.777	3697127.757	43966077.43	47533713.96	60443604.22	29071404.87	25546427.95	31031163.14	1161770.781	980689.4182	1156036.132	185371.604	193353.4979	224002.9809	211083.7185	162001.2323	180728.3253	292390.9828	291488.4464	332994.0444
1-Stearoyl-sn-glycero-3-phosphocholine	717707250.7	759978160.8	729122267.6	131469817.8	105747278.9	152821598.7	61649594.94	54494869.1	51866006.14	57486422.32	50377319.1	72056648.48	48637031.22	47324730.92	44083872.03	46112163.33	62811516.26	56819317.34	253048380.7	76480341.67	173774012.9
1-Stearoylglycerol	11198532.62	10394819.97	9209369.018	3865207.673	3074221.824	4211980.64	1076329.315	656304.9589	1510116.24	928626.6292	1218187.559	1200906.156	760216.9219	797687.5129	693518.9505	898666.4844	456912.7441	1002807.719	6792180.894	7153306.414	9621682.066
1-Tetradecylamine	288820.1784	284927.1579	276510.0538	270604.1543	273418.9606	259794.8044	323013.4786	266077.5937	325388.0346	2352508.419	757630.7647	841849.0289	5865681.864	3094177.954	4404483.728	17427021.88	7880089.005	6362058.603	9069379.463	16878367.8	12249127.82
"1-[(2R,4S,5R)-5-(3-Cyclohexyl-1-methyl-1H-pyrazol-5-yl)-1-azabicyclo[2.2.2]oct-2-yl]-N-(4-methoxybenzyl)methanamine"	17605403.76	17410496.11	16748411.69	524216.437	296453.6781	537949.6418	328272.2024	209836.6607	164495.1724	178752.148	180784.5206	177281.8841	223113.6761	206627.1898	238500.4832	197705.8534	188337.6121	193028.6258	694138.3276	763813.0787	1157402.905
1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine	47347318.09	51505370.6	47275099.69	4715488.082	4262128.221	5329196.979	4568928.761	3132124.324	3309887.293	5902797.692	5394172.013	7299101.575	4665277.602	5094307.274	4735378.302	3389894.944	4938532.1	4531295.601	9371585.048	3138561.573	6909750.14
1-palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine	228596641.9	217229237.9	218914524.9	119790682.1	107804406.9	122916086.9	157660519.4	147091327.6	123310744.1	103020559.3	100121407.3	121980773.5	59571528.32	55271398.94	51546760.58	35328302.23	45394403.41	41870178.46	82442820.17	25983132.65	54740928.67
1-pentadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine	6454957.904	6889676.389	7029015.616	2020747.352	775924.2959	2001348.421	1823120.679	1563295.412	1380389.414	1321954.275	1441043.678	2039513.802	492512.3217	425472.0528	191517.42	539229.3173	609720.1067	473774.6236	3143046.936	1061078.039	2223719.039
10-Nitrolinoleate	1791240.07	1665302.357	1687801.735	4325731.824	3099698.27	3684706.734	133948.1316	124008.121	213830.9703	124603.2315	310321.486	178725.4309	138571.5817	117369.895	468853.8081	152646.718	119395.1879	184911.0696	701746.7008	788021.9504	1499481.423
12-Oxo phytodienoic acid	71750235.12	61306623.86	62223056.46	212943186.2	163332988	201948103.9	16400339.33	9094039.818	15992528.66	25634122.52	23204781.21	32430063.47	2618742.741	2605136.614	2704159.174	2482871.394	3704840.439	5216180.063	14166725.96	32132793.46	58106843.14
13(S)-HOTrE	42913556.52	37139235.32	36092966.47	138656829.8	103497786.2	120808320.6	2905848.096	2896287.637	2824310.652	792957.2338	730431.6622	764057.0858	228063.3779	480175.5936	540287.1803	330501.5037	180767.1095	260737.3953	1601851.042	3578981.573	6703877.62
17α-Methyl-androstan-3-hydroxyimine-17β-ol	10517191.63	9747968.193	9682183.592	2304276.479	1977767.267	2732957.084	412280.5954	279487.9102	231458.2665	870045.1016	545989.0789	941398.5861	674859.3579	325562.48	801195.9521	829106.4885	779981.6931	980786.0286	2285135.926	1919748.718	1154881.966
19-Norandrostenedione	1747984.083	2128130.313	2210081.597	15355417.64	16499094.59	15080875.63	8042574.503	7937095.434	9673119.134	6570499.163	6237338.526	5101910.894	4670030.028	3985207.989	4876169.215	8896887.921	7210302.199	10810739.51	11248366.41	13612831.03	12663734.19
2'-Deoxyadenosine	153056255.9	152152422.6	138320692.1	54913303.98	40143786.65	44385756.85	5226550.16	5587632.922	6866556.573	2705694.548	1892226.833	2405804.258	538465.7573	982787.04	987680.1736	601336.8573	648730.2499	782434.8322	1890046.905	2562902.661	3484609.316
"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)"	2604348.052	2366949.139	2302755.437	2165996.085	2220607.339	16915559.2	1712005.296	6192862.939	8640744.184	27297407.45	33737162.12	32480894.97	34877722.12	19474279.58	30905931.41	29886903.67	20050892.04	33399620.9	26427712.69	52231364.2	50278743.18
"2,4-difluorophenyl 4-{[(5-{[(dimethylamino)methylidene]amino}-1,3,4-thiadiazol-2-yl)thio]methyl}benzoate"	2301250.262	2027599.937	1741875.682	1800215.895	3275579.133	658301.1411	17307529.97	19019597.63	13940203.22	34043058.6	31325660.08	29436480.3	3980341.614	3119617.263	6697596.917	1351223.232	1642604.949	2749553.599	759960.0246	584629.1577	617493.0606
"2,4-dihydroxyheptadec-16-en-1-yl acetate"	345125.3656	303763.9444	257016.2331	209948.3616	214177.2341	168232.2576	945148.8722	1144212.636	1596767.209	2726770.883	2913619.269	2152748.875	1318409.581	1495083.87	811506.3234	1068655.179	928073.0677	792920.2639	997979.3596	707424.9739	225425.878
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	1351692190	1341172746	1341520909	52853205.76	55751708.91	62940440.09	42312228.11	34596019.42	1241243.112	21506937.91	21583902.58	1817272.584	8344568.655	7520567.739	8463018.761	15690469.78	15967289.43	17142455.55	248954147.5	213813860.4	172004361.6
2-(2-thienyl)-4H-chromen-4-one	1360598.529	1307340.386	1089692.982	2984284.148	3223940.377	3528019.193	2091641.2	2502765.669	2042966.893	2267246.025	2281279.075	2005433.87	10148316.87	10475716.67	11727593.81	20230093.69	19356137.06	18698133.74	17582907.09	21058908.54	17190446.12
"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one"	19451887.8	20779306.42	22202927.39	453638.2031	451117.8046	533169.8282	424671.7769	414679.8284	415583.8388	1068197.185	1638855.955	733683.2602	473663.0371	311751.2482	450842.5752	366146.0884	338535.3203	596281.2594	433297.0677	631051.9956	813171.8117
"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-4H-chromen-4-one"	95251614.51	114731453.6	92963912.52	302038622.8	206205583	128027238.4	1540325413	1872511429	1199518275	1224461698	1194277813	846498184.8	262139121.1	272449457.7	199377870.3	307134669.1	208724100.1	186954452.9	242364699.8	235993407.9	194960300.1
"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile"	18363491.62	17739254.28	21303566.75	15795691.34	16211484.41	14820016.65	24946304.39	23833153.54	23420474.42	41510792.76	39957758.14	39640203.09	31396020.73	24455217.78	25101837.48	31351723.15	32118556.58	37144961.57	34357874.42	3310481.113	3647695.733
"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol"	1086721.961	1050444.582	1032704.148	763820.1421	940132.1765	975870.6461	6292216.336	5433343.874	6770220.033	197111626.7	149466961.7	194527862.3	149299759.7	237210788.5	173623972.3	105081124.3	134959369.2	114501150.2	93360684.89	72700463.77	87758507.69
"2-(tert-butyl)-1,3-thiazolane-4-carboxylic acid"	1457956.498	1360775.813	1303476.945	528424.2507	607290.1028	554605.3404	442982.6953	478749.4228	478528.1472	717687.2149	543206.8446	461250.3168	6452555.086	4300007.996	5661655.426	27307408.82	20611704.86	23905436.59	11375592.38	6861830.902	4800209.382
"2-Amino-1,3,4-octadecanetriol"	1348666166	1412197374	1321757190	599291263	707543222.9	829842436.2	202271010.2	232359223.7	224973056.6	77413600.61	68146061.8	51739202.21	64380778.53	65150325.75	55099723.31	257175077.1	221106824.3	229877809.5	204839880.8	219766640	225889487.9
"2-Aminooctadec-4-yne-1,3-diol"	1030626206	1006505464	988892947.7	138130407.9	101486699.1	143930825.4	6947195.078	6495542.115	6152004.186	4487518.109	4322661.128	4483575.688	1469117.889	1501879.134	1266812.764	1715263.042	2111344.851	1423841.819	16143401.96	10237229.58	18635193.34
2-Furoic acid	10333420.01	11110792.89	8798152.819	27096252.67	31842273.15	24217444.51	41405167.57	41038051.68	40935585.94	37012643.02	36902919.66	38766615.49	54733207.96	53852540.37	51768428.05	56972228.39	51248992.97	52299233.6	48406735.1	56062043.15	49004755.82
2-Isobutyl-3-methoxypyrazine	234630.335	338326.6892	302455.7199	1358090.355	1654982.932	1404109.266	1892358.022	2488528.666	2759037.924	2080463.157	2657012.178	1061985.482	717072.6829	588285.8331	614007.8193	701135.9649	544639.125	746607.2064	505878.7325	1159489.417	1175002.253
"2-Isopropyl-5-thieno[3,2-b]thiophen-2-yl-1,3,4-oxadiazole"	16434643.24	16926250.37	15388358.98	3157777.118	4037820.68	3845615.263	3516884.153	3104797.092	4697074.355	11527307.27	9284149.837	13621796.73	58674788.82	20410545.8	23002220.95	31851039.01	38765649.45	42692389.42	28798099.74	33679471.93	49124314.96
"2-Methoxy-N-[(3S,3aS,8S,9S,9aS,9bS)-3,5a,9-trimethyl-2-oxododecahydronaphtho[1,2-b]furan-8-yl]acetamide"	323435107.7	291877833.1	293377503	209817310	144870531.9	226450851	77599258.31	78448704.9	73448089.73	51646307.53	75060549.03	59825462.66	19919121.77	36004541.98	30333376.06	20433625.25	13925401.42	15440116.77	206386286.9	89092524.36	121518086.8
2-Oxindole	25180841.72	27043508.23	26586099	111970133.8	108785927.3	102525033.1	10291153.4	13028276.81	23106462.76	2254888.587	2440954.461	2859919.157	434878.8654	2965010.145	559610.8052	1948635.237	653166.0409	465214.9268	2773114.701	875282.0922	704670.7919
2-Palmitoylglycerol	401383.3893	357592.8623	209674.8673	237823.9713	248556.2658	209954.2162	4613623.259	2313724.111	4457730.55	7650915.443	11945986.52	9776785.669	269557.5952	690318.3002	356646.084	241354.7978	322939.4245	208705.7694	291717.1478	355024.7239	415973.9702
"2-[4a-methyl-8-methylidene-4-(3-methylpentanoyloxy)-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]prop-2-enoic acid"	159156.8303	234204.1316	257114.2434	969423.4209	1327541.779	693764.0186	10983664.34	4097842.271	8323644.103	31805751.54	30668055.13	29536496.64	17138690.59	14446498.07	18869265.78	20940378.05	18020319.27	26257377.95	19093986.35	25211222.14	29094436.33
2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one	323867843.1	283435531	322088742.2	318162939.5	347040611.1	439525185.9	598910448.1	540943064.4	294494249.1	615580946.6	702930633.2	598765811.7	260893612.2	256633119.3	280563462.5	393166141.1	260109897.7	295789670	336149876	391067762.8	391180049.2
"2-{3-[(4E)-6-Acetoxy-2-hydroxy-6-methyl-3-oxo-4-hepten-2-yl]-6-(carboxymethyl)-2-hydroxy-3a,5a,9b-trimethyl-5-oxo-2,3,3a,4,5,5a,6,9,9a,9b-decahydro-1H-cyclopenta[a]naphthalen-7-yl}-2-methylpropanoic acid"	255618697.6	324429921.8	305976639.7	339936581.3	335757633.6	319238851.3	225606907.8	164294370.2	199135559.4	131082366.9	134279620.5	108693136.2	49274128.76	53348449.18	48305444.09	50902896.79	48871872.6	52868033.4	58098953.25	10927933.07	52977055.55
"3',5,7-Trihydroxy-4'-methoxyflavanone"	3083364.228	2981963.461	3298982.565	819235.2015	895910.0101	925073.3844	765504.2254	812012.8427	855684.6117	3618733.507	4544464.782	3570701.172	2349676.041	2269129.065	2984282.954	2695625.9	1970532.141	3557502.29	2596727.194	3359822.989	5759272.1
"3,14-dihydro-15-keto-tetranor Prostaglandin E2"	350752.111	325144.0039	298857.353	1512875.144	2370646.795	740478.8705	935742.9116	836824.1472	479927.7146	321850.3009	328591.7697	262303.3065	540420.7351	976095.1577	1230140.012	178958.9454	167141.0361	180357.9613	3988440.005	4373087.753	5797468.513
"3,4-EDMA"	872965329.2	1005746654	1025705284	592670453.8	761947585.9	750644591.1	255491574.6	206297368.6	201090489.3	29858052.3	34860015.83	46560249.59	31781082.29	13931390.37	40790075.15	44146496.1	31608717.53	68218989.3	38065944.11	89335407.65	75524037.75
"3,4-Methylenedioxy-α-pyrrolidinopropiophenone"	134465917.8	139419992.6	134498054	123681352.7	88758132.69	111955066.5	132131930.2	113230986.1	94937795.32	8806600.342	15592045.45	12727406.76	2907165.214	3695981.088	4036018.047	1780168.621	558088.0331	559581.3211	621847.4494	378453.4282	2191349.368
"3,5,7-trihydroxy-2-(3-hydroxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-4H-chromen-4-one"	1467557.174	1377544.711	1247984.132	940038.5973	872557.6676	774028.4007	8741057.941	13150918.16	4044840.041	12182002.35	9704864.857	7770983.92	6413485.896	6331812.663	3851814.53	7611139.191	3487343.9	7272584.04	8241283.644	11849222.49	8316610.632
"3,5-Dimethoxy-4-hydroxybenzaldehyde 丁香醛"	2475944.438	2692771.937	2619269.959	9546019.681	9940027.053	11303597.76	12079488.43	9206955.799	14361302.97	8407293.802	8743534.847	9393736.767	4234967.532	5464384.742	3028585.571	6930641.266	5893320.448	8623111.455	4150626.924	8743075.338	12155887.48
"3,6,9,12-Tetraoxatetracosan-1-ol"	1824222.847	1937730.207	2909225.618	4035709.314	3284363.471	7578256.932	2924850.68	3531759.891	8390995.822	17753094.16	7701927.088	5201702.151	2780921.572	3490210.866	3314502.253	9233212.446	3696802.974	3001333.132	7065346.838	2875401.112	2298896.818
3-Methoxy prostaglandin F1α	451010.3694	481072.9396	505011.3321	513040.6206	569652.1327	553906.6988	6601177.958	4677398.014	7004850.766	13447384.35	8894318.462	8000236.787	2454532.125	5091399.774	4386915.215	291306.5325	770126.967	1034817.051	260626.0044	846873.7219	886607.044
"3-[(2-chloro-1,3-thiazol-5-yl)methyl]-5-methyl-1,3,5-oxadiazinan-4-ylideneamin"	37053128.06	34184441.79	35199676.77	512503697.8	430227532.7	291233255.8	1155533094	1025366231	791204113.9	1245040237	1018237995	920369454.2	298724282	298520115.3	328895294.3	158378132.5	173520699.6	195841034.1	113085364.1	126980323.9	116235306
