Name,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28
Succinate,217.805,125.995,66.905,93.18,125.555,92.375,80.88,52.25,52.195,129.64499999999998,60.245,88.8,130.825,82.78,216.645,80.995,42.19,122.965,53.545,80.775,65.50999999999999,58.035,87.695,50.035,174.79000000000002,402.95,218.8,131.13,206.755
Succinyl-CoA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tryptophan,24.387500000000003,15.325,8.195,12.505,39.19,14.5,23.025,44.57,79.10499999999999,167.815,105.955,188.25,228.18,217.54,273.74,344.415,286.22,258.14,350.915,299.79999999999995,342.35,323.58,293.45000000000005,347.545,144.84500000000003,132.7,91.075,18.79,18.805
Tyrosine,215.8325,129.85,227.44,304.13,464.61,286.97,335.59000000000003,390.575,499.76,707.97,875.32,1451.2,1986.925,2224.37,2188.815,2750.71,2485.29,2946.29,2671.215,2360.3,2749.14,2353.1400000000003,2334.31,3179.56,2232.31,1293.99,103.675,315.355,230.025
UDP,121.045,276.62,363.46,172.405,153.865,196.755,243.415,284.515,328.475,305.305,416.645,285.54,319.38,292.265,287.505,274.625,208.015,205.45,184.18,198.445,185.46,201.52,220.525,297.395,111.825,120.785,96.525,124.2,103.645
UDP-Glucose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDP-N-acetyl-D-Glucosamine,671.015,445.71,354.325,323.73,296.84000000000003,212.695,203.695,154.46,140.69,156.41500000000002,117.395,106.295,96.5,85.265,63.285,74.185,69.815,59.8,90.53,117.635,87.25,103.46,86.75,90.155,970.04,1169.755,869.74,957.8,653.615
UDP-N-acetylmuramoyl-alanine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UMP,70.9475,333.70000000000005,237.74,154.29500000000002,152.16000000000005,231.58,226.22,270.7,303.055,259.395,226.085,289.875,238.825,190.59,261.94,226.815,207.39,244.73,145.20499999999998,168.235,180.04000000000002,190.235,192.445,261.005,103.455,141.10000000000002,122.475,116.36,61.39
Urea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTP,1135.7624999999998,1044.755,1556.145,1369.17,1062.77,717.19,644.63,712.725,442.555,496.25,540.775,265.665,367.33,415.21,314.365,361.295,326.555,319.34000000000003,355.555,346.22,374.88,240.485,385.77,450.495,2217.66,2438.52,1366.84,2177.26,1554.3049999999998
Valine,565.65,208.665,170.16,80.18,213.16,239.09500000000003,280.385,430.52,767.11,792.98,895.125,1057.305,1207.395,1333.885,1368.97,1595.205,1274.485,1454.605,1580.33,1388.255,1908.24,1622.215,1460.44,2229.48,3124.775,3230.705,4180.11,108.895,299.215
Xanthosine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xanthosine 5-P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
