Name,20,21,22,23,24,25,60,61,62,63,64,65,66
LOC145474,7.176801099,7.675416109,7.50560257,7.435632074,7.928319787,7.38706903,6.930525554,7.272076441,6.685758937,6.207376543,7.144530805,7.367915185,7.357027836
KIAA0040,8.797593303,9.179530851,8.889408099,8.952831482,9.026545944,8.794739232,9.072852232,9.199210422,8.743892843,8.768366334,9.078764247,9.439244085,9.172617127
A_19_P00315518,5.454223023,5.623643979,5.54262802,5.646754376,5.722887443,5.817158447,5.581916365,5.84415337,5.689428067,5.816525268,5.69647631,5.692750837,5.767986006
MIAT,6.247420801,6.712449496,6.898144765,6.670007875,7.11149226,6.459004318,6.480837455,6.521295062,6.175708931,6.431546501,6.695525531,6.552536363,5.885513569
LOC400043,6.231261318,6.511162345,6.256779787,6.377025724,6.161295849,6.296581325,5.81385622,6.321550778,6.465455093,6.215589792,6.208873212,6.382260679,6.44644249
LOC400043_1,5.947989136,6.265897177,5.978662106,5.974897892,6.311990605,6.146833289,6.049912253,6.083680001,6.036322394,5.798007525,5.962858957,6.246262441,5.932775979
FLJ30838,15.98569441,15.2634824,16.10608082,15.65923568,15.8549638,15.72334636,15.26906018,15.05741658,14.52252534,14.20818853,14.54017263,15.94090714,15.23083757
LOC100130691,8.490013051,8.468580898,8.767167045,9.009226029,7.374431014,8.590888426,7.98603642,8.552993553,9.006866588,8.601588229,8.521860894,8.834738857,8.833459414
LOC100130691_1,9.316632379,9.2164391,9.566508189,9.666880693,8.284500293,9.286208877,9.023430393,9.390484416,9.851870372,9.470304698,9.311849931,9.570034766,9.513044507
A_19_P00315601,9.29849015,9.805021708,9.573142873,9.731420268,9.966967723,9.375306868,9.915930418,9.803871191,9.679731333,9.945813864,9.939470026,9.810589257,9.751200235
A_19_P00315603,8.350644237,8.944244586,8.616654457,8.814180598,9.059042483,8.432484332,8.954931797,8.916955446,8.843042314,9.045924032,9.031793864,8.856900014,8.77445355
LOC100507165,6.081816933,6.188237256,6.187860423,6.196674866,6.348872129,5.951566796,5.568045041,6.138111389,6.137074401,5.748271368,6.193933614,6.199513931,5.885513569
LOC100652730,6.534545879,6.029179093,6.369179041,5.93435957,7.148718159,6.280104639,4.920492224,5.660437373,5.427432039,5.134118597,5.731909081,5.894225994,5.67486338
TUG1,6.25818537,6.246969582,6.107147875,6.17274004,6.545009631,6.091579182,5.950867108,6.089666495,6.201180127,6.144505477,6.139564558,6.278001037,6.375995269
XLOC_005981,5.929720578,5.568349413,5.631548326,5.466855986,5.794221121,5.648472454,5.593167258,5.620338882,5.467379918,5.390986051,5.43642083,5.54456453,5.226524922
SNORA71A,6.541890385,6.926589332,6.965679543,6.749130427,7.326643033,6.892795172,6.545009631,6.789262901,6.467160097,5.964408461,6.477703223,7.113661495,6.966899638
