Name,20,21,22,23,24,25,60,61,62,63,64,65,66
31,2037.625,1568.5625,2083.833333,2036.625,3373,1748.166667,1988,3078.1,3581.125,1768,2508.928571,2118,1086
L-Serine,10743.625,9868.625,15683.16667,7399.875,3493.5,8988.166667,33027,13443.6,23199.375,28748,23313.78571,19544.125,34625
33,2739.625,2588.25,2783.166667,2607.625,2641.5,2354.333333,3851,2511.9,2949.125,3542.5,2977.571429,3120.75,2692.5
34,2237.5,2299.4375,2714.833333,2467.25,1887,2149.166667,2697.5,2392.8,2228,2621,2242.714286,2133.875,2301.5
35,2851.25,2740.625,3107,3228.25,3448,2688.5,2873,3082.5,2717.25,3685.5,2837.357143,2878.625,2923.5
36,2297.875,2189.0625,2712.166667,2608.375,2437.5,2025,3250,2557.9,2574.875,2920,2617.857143,2288.25,2728
37,1833.625,1682.625,2189.166667,2171.625,1880.5,1647.833333,1934.5,1942.2,1899.25,2024.5,1673.785714,1641.25,1610
38,1862.125,2241.1875,1631.333333,2758.125,2643,1799,2605,1967.4,1916.125,2513.5,2401.285714,2026.25,1540
39,1309.125,1665.125,1090.833333,1971.25,2141,1252.333333,1804,1567.2,1282.5,1901.5,1656.571429,1334.375,1003.5
40,2154.25,2420.9375,2679.833333,2295.125,1728,2074.5,4414.5,2510.8,3388.25,4395,3813.285714,3053,3705.5
41,3358.25,4569.375,4136.166667,3511.375,3589.5,3523,2879.5,3746.9,2925.75,2766.5,3787.642857,3013.875,3897.5
42,3158.5,4112,3736,3007.625,3037,3259.666667,2469,3290.8,2650.25,2330.5,2891.785714,2842.875,3921
43,2850.75,3419.8125,3078.333333,2703.125,2867,3053.666667,1820.5,2934.3,2574.25,1881,2549.857143,2474.125,3346.5
44,2663.625,2499.0625,2365.333333,2338.375,2078,2299.5,2105.5,2322,2216.75,1774,2364.142857,2331.125,2945.5
45,8491.875,6485,8434.333333,8130.25,9384.5,7803.166667,9065.5,7642.3,7396.5,8097,8145.571429,7553.75,6721
46,2001.125,2248.125,1989.666667,2871.125,3570,1708.5,3155,2276.3,2512.75,2763.5,2502.714286,2324.375,2436
47,2009.875,2264.625,1901.666667,2823.25,3581,1611.5,2545.5,2443.8,2411.75,2858.5,2229.857143,2257.125,2192
48,1451,1662.5,1399,2139.375,2806.5,1089.5,1904.5,1876.4,1853.25,2190.5,1794.214286,1639.75,1660
49,1109.25,1305.75,1019.333333,1518.125,2178.5,869.3333333,1236.5,1326.2,1282.625,1712,1173.357143,1128,948
50,22549,19889.3125,22824.5,25632,16171,22805,49575,25229.7,36253.625,48979.5,39971.71429,34248.25,42186
51,1700.125,1961.875,1731,2949.375,2688.5,1580.166667,3325.5,1959,1888.5,2974.5,2273.857143,1788.75,1532.5
52,2550.125,2766.875,2468,3241.375,3536.5,2541.5,4029.5,2902.4,2953.125,3529.5,2833.428571,2706.5,2349.5
53,3152,3236.25,3229,3836.625,3216,3033,4543,3467.9,3329.875,4229,3144.785714,3152.875,2884
54,1507.625,1728.5625,1495.833333,1740.375,1414,1646.833333,2539,1649.9,1632.625,1670.5,1246.714286,1425.875,1541
55,34912.125,36180,44272.5,30826.875,29487.5,39754.16667,101873,39461.4,75054.75,75120,62982.5,60065,75120
56,1934.25,2129.75,1986.833333,3400.5,3124.5,1717.166667,3544.5,2201.5,2014.875,3218.5,2897.928571,2250.625,2237
57,2368.25,2289.125,2537.833333,2993.5,3622,2119,2861.5,2488.1,3403.875,2861,2625.142857,2499.5,2020
L-Threonine,6669.5,6826.6875,10401.5,6853.125,4400,6395.166667,26968.5,8184,14987.125,17371.5,15410.07143,11898.125,20817.5
59,3335.875,3401.4375,2614.666667,3772.25,4638.5,3306.666667,3990.5,3546.1,5084.625,4310.5,3997,4685.125,2424.5
60,1397.5,1425.75,1205.833333,1590.125,1707.5,1163.5,1293.5,1140.2,1371,1867.5,1450.285714,1438.25,1121.5
61,7331.25,6873.3125,5402,5006.25,8593.5,6319.166667,5171,7014,6256.5,10478,6164.357143,7318.5,6164
62,1335.5,1519.625,1336.833333,1497.625,1475.5,1211.333333,1334.5,1320,997.625,2014,1454.928571,1339,1246
63,2165,1952.125,1908.333333,1383,848,1978.166667,1193.5,1863,1733.625,1218.5,1464.142857,1884.375,1778.5
64,1609.875,1459.4375,1417.5,944.75,418,1521,773.5,1300.8,1131.625,727.5,1081.714286,1350,1265.5
65,1532.375,1524.8125,1215.333333,1795,1497.5,1221.166667,1733,1580.8,1450.5,2013.5,1599.642857,1519.875,1242
66,2688.75,2649.9375,4292.666667,3123,2079.5,2655.5,8418.5,5116.4,7544.875,5981.5,7511.428571,7762.875,4467
67,448.875,567.5,361.6666667,501.375,454,556.8333333,492.5,434.4,443.75,346,461.7142857,628.875,455.5
68,1542.75,1499.8125,1421.5,1732,1725,1617.333333,1922.5,1610.4,1395.375,1948.5,1814.714286,1511.625,1495
69,1823.625,2113.375,2144.666667,2532.5,2633.5,2052.333333,3179,2284.7,2513.875,2942.5,2869.857143,2457.75,2242
70,229193.625,208140.25,296797.5,190401.5,82877,214018.6667,853630,286688.5,526086.25,562309,494866.5,422875.75,562309
71,1424.5,1470.75,1380.5,1653.5,1766,1497.166667,2097,1230.8,1480.75,1128,1475.714286,1389.75,1381
72,2065.5,2336,1885.166667,2312.5,2134.5,2207.166667,2063,2079.3,1903.25,2058.5,2117.785714,2072.5,2135
73,4122.625,3845,3599.666667,4252.5,4964,3769,3480.5,3685.7,3988.25,3937,3851.928571,3874.125,3045
74,2159.5,2385.125,2104.833333,2469.375,2414,2147.166667,1996,2234.4,2007.625,2276.5,2190.571429,2074.25,1862.5
75,2269.125,1978.375,2302.833333,1916.375,2025,2031.833333,2627,2198.9,2570.625,2348.5,2462.5,2304.75,1846
76,1438.5,1318.875,1443.666667,1192.625,1089.5,1259.333333,2054.5,1616.3,1672.25,1512.5,1643.642857,1572.625,1378
L-Isoleucine,75603.75,65518.375,92597.66667,56663.375,58241,71730.83333,134100,68992.9,125831.875,166584,128203.2143,128092.25,166584
78,17402.625,20294.375,24798.66667,11025.875,5955.5,18343.5,40158,25694.3,45733.75,68670,46715.14286,43399.25,58241
79,1222.125,1082.8125,1203.5,925.125,527.5,1017.833333,2207.5,1102.8,952.375,725,1902.857143,1154,1078.5
80,4572.125,9024.5625,4792,6755.25,4348,4248.5,4817,6428.8,5571.25,4558.5,5090.5,4381.625,4242
81,1631.75,1699.6875,1685.333333,1549.375,1533,1558.5,1405.5,1829.7,1492,1414.5,1536.857143,1765.5,1611
82,1871.5,2166.5,1912.833333,2197.625,2492.5,1668.666667,2619,1849,1864.875,2008.5,2011.142857,2114,1787
83,4247,3217.0625,3696.5,3106.75,3228,3336.333333,3646,3977.4,3989.5,4271,3535.714286,3476.25,3587
84,13891.5,14585.375,12411.33333,14052.75,16344,12187,10764,14012,10729.5,20112.5,12614.42857,12286.25,12478
85,2060.125,2069.625,2050.166667,2046.25,1758,1948,1781,2088.6,1994.875,2353,1969,2037.625,2537
86,2883.875,2392.625,2727.5,3810.125,2498,2372.666667,2604,2891.1,2333.875,2167.5,2742.5,2928.875,2037.5
87,2173,2238.3125,2124.666667,2368.875,2451.5,1700.833333,2237.5,1979.1,1839.25,2135.5,2010,2149.125,1374
88,1780.125,1867.5625,1759,1909.5,1998,1448,1607,1782.5,1492.5,1483,1571.357143,1860,1026
89,1055793.75,895286.875,1724972.5,703537.25,222648,1117394.5,4220271,824706,3067135.5,4220271,1956745.929,1986746.75,4220271
90,2541,2317.0625,2178.5,2712.75,2362,2368.5,2414,2374.7,2059.125,2642.5,2371.428571,2159.625,2150
91,2722.875,2402.375,2446.166667,2082.875,1889.5,2413.833333,2463.5,2361.7,2432.5,2395,2329.142857,2377.625,2477.5
92,1419.625,1427.8125,1441.833333,1686.625,1961.5,1324.166667,1144,1258.3,1284.625,1213,1260.714286,1073.625,1763.5
93,1459.625,1697.125,1290,2290.875,2931.5,1308.166667,2569.5,1614.6,1647.375,2149.5,2100.142857,1868.875,1282
94,1497.25,1741.25,1404.5,2125.75,2589.5,1375.333333,2328.5,1576.6,1577.375,2197,1999.357143,1810.75,1437
95,9129.375,6008.125,8877.666667,7875.375,8343.5,8412,6961,6645.4,7190.625,9744,9164.142857,5727.625,5772.5
96,1819.875,1895.4375,1675.333333,2153,1500,1594,1143,1846.9,1486.5,1665.5,1484.214286,1394.125,1475.5
97,2358.375,2408.3125,2133.333333,2834,2507,2025.333333,2040.5,2414.6,1989.75,2355,2202.142857,1974.375,2063
98,1594,1863.5,1449.333333,2027.75,1571,1485.5,1697.5,1816.3,1536.75,1874.5,1666.214286,1424.75,1845
99,1340.625,1133.4375,1230.166667,583.875,390.5,1353.833333,357,1335.8,983.125,264,774.4285714,783.5,695.5
100,1372.375,1128.4375,1256.833333,481.375,432,1305.333333,243,1297.8,928.625,209,689.4285714,746.875,632.5
101,1596.375,1447.75,1520.666667,771.75,704,1640,468.5,1550.5,1205.5,512,956.6428571,1087.875,1049.5
102,3766.375,3999.5,3229.833333,2463.125,2857.5,3622.833333,2590.5,3685.5,3106.375,3243,3132.428571,2982.875,3138.5
103,6650.375,5698.375,7681.333333,5245.625,5019,5836.333333,8040.5,7085.5,8476.25,6647.5,8746.285714,8633.375,7922
104,1868.25,1880.1875,1757.5,1150.625,979.5,1681,973,1854.1,1479.5,993,1285.357143,1366.625,1389.5
105,3839.125,3574.625,3862.333333,3353.125,2074,3432.666667,7989,4228.1,4667.125,4905,7429.785714,4358.5,4491.5
106,10672.75,60503.3125,10835.66667,16598.5,11191.5,9904,14556.5,10779,11215.625,12822.5,10851.64286,10161.375,11846
107,3124.625,3333,4320.166667,4129.625,2589.5,3015.166667,6239.5,3660.2,4450.5,4746.5,6026.642857,4929.875,6449
108,2368.25,2278.625,2450.666667,1977.125,1608,2047.833333,1442,2061.2,2022.375,1705.5,1643.928571,1812.125,1889
109,3725.875,4629.8125,3510.666667,3468.625,2812.5,3100.333333,2833.5,3398.3,3041.375,2908.5,2983.5,3098.875,3247
110,3317,3293.9375,3557.166667,2692.375,2393.5,3159.5,3599,3069.2,3665.625,3497,3385.428571,3431.875,4025.5
111,3790.875,3259.25,3122.833333,2840.875,2941.5,2833.833333,2504.5,3162.2,2694.5,2668.5,2772.071429,2885.75,2787
112,2510.75,2447.125,2216.833333,2278.375,2078.5,2571,1799,2287.9,1854.25,2160,1914.357143,2113.625,2290
113,3137.25,3388.4375,3490.5,3191.75,2398.5,3446.666667,4187,3052.9,3883.875,3770.5,3591.357143,3600.5,4156
114,2623.125,3309.6875,2635,3043.5,2295.5,2814.166667,2228.5,2549.2,2667.25,2487,2205.571429,2303,2472
115,2685.375,5465.375,2886.166667,3213.125,4307,2391.5,2315.5,2827.6,2696.75,2928,2464.571429,2307.75,3667
116,2286.25,3219.5,2553.5,2646.375,3512.5,2022.833333,2240.5,2344.7,2273.25,2652,2261.642857,2034.75,3342.5
117,3267.125,5568.9375,3359.666667,3574.375,4920.5,3046.5,3125.5,3300,3034.75,3969.5,3249.642857,2884.375,4141.5
118,2667.25,3683.75,2869.5,3021.625,3748.5,2385.666667,3089.5,2583.7,2500.375,3469,2736.214286,2220.5,3504
119,2520.375,4125.9375,2438.666667,3009.875,2774,2490.166667,2610.5,2449.4,2288.875,2033.5,2205,2362.75,1867
120,2564.25,4514,5338.5,2848.25,2894.5,2377,2487.5,2441.7,2705.75,1950,4082.285714,2286.75,2116
121,4644.875,5670.1875,3713.666667,4707,3621,3980.833333,3584.5,4001.1,4318.625,3628.5,3982.857143,4064.625,5409.5
122,4987.125,9601.1875,3919.166667,6123.875,4139,4358.333333,3967,4328.8,4083,4112,4430.428571,4253.75,4313
123,4252.875,5633.4375,3309.333333,4690.375,3365.5,3602,3759.5,3636.5,3469.25,3926.5,3506.642857,4131.375,3393
124,3591.75,4709.25,3056.166667,4365.125,3140,3189.666667,3084,2892.9,2896.5,2957,3093.285714,3249.375,2811.5
125,3796.375,5113.1875,3079.166667,4886.625,3382,3181.333333,3105.5,3108.9,3092.625,3478,3208.214286,3506.5,3071.5
126,2916,3061.4375,2211,4006.75,2904.5,2361.5,2655,2315.7,2309.875,2894.5,2665.357143,2661.5,1913.5
127,1716.25,2275,1827.333333,4013.625,3569.5,1602.333333,3854.5,1730.8,2105.25,2708,2719.714286,2471.875,2108.5
128,3289.125,5136.9375,3547.166667,6046.875,4916.5,3390.333333,4597,3319.1,3361.375,3862,3822.571429,3782.25,3279.5
129,2035.125,2715.3125,2316.333333,3511.75,3235.5,2172.833333,3276,2171.3,2313.125,2518.5,2648.428571,2625.5,2007.5
130,2758.125,4074.4375,2891.5,4360.125,4085.5,2926.166667,3761.5,2895.2,2937.375,3113.5,3235.142857,3290,2740.5
131,2196.125,2973.0625,2333.166667,3291.375,3241.5,2272.333333,3175,2266.1,2355.75,2367,2639.714286,2611.375,2027
132,3066.25,3432.125,2673.5,2544.75,1713.5,2507.333333,1293,2623.7,2699.5,1496,1842.285714,2347.625,2812.5
133,2769,2894.4375,2233.833333,2110.375,960.5,2267,794,2295.2,2176.75,784,1363.642857,2004.875,2484.5
134,3416.25,4234.375,3830.833333,2713.25,1374,2800.166667,7058,3187.6,3364.375,3241,3156.785714,3069.5,3442.5
135,2601.375,3015.125,1675.833333,2626.875,1116,2299.833333,986.5,2041.9,1886,1066,1390.642857,1839,2229.5
136,2665.5,3940,2584.5,3531.375,2592,2194.333333,2349.5,2508.3,2654.375,2608,2722.428571,2494.625,2344.5
137,45345.25,54533.625,58968,33550.125,18305,33088.5,91865,50355.9,77218,107096.5,79054,72061.75,124458
138,788.75,1187.875,631.5,2640.875,3096,707.6666667,1661,1038.9,1077.375,1998,1593.714286,1037.125,591
139,1332.375,1494,1307.5,2030.25,2488.5,1293.666667,1659.5,1534.6,1479.125,1740.5,1652.785714,1213.375,1163
140,1764.375,1773.75,1881.333333,842.25,685,1529.333333,558.5,1881.9,1381.875,842,1135,1297.25,2366
141,2562.625,2829.6875,2704.333333,1546.875,1454,2375,1420.5,2667.1,2333.875,1702,2152.214286,2212.75,4028
142,1686.625,1593.25,1635.5,1334.5,1467,1569.5,1318.5,1771.3,1518.875,1756.5,1567.785714,1600,1549
143,2350.875,2150.6875,2244.833333,2178.75,2489,2074,2201,2377,2282.25,2829,2420.285714,2274.125,2128.5
144,1091.25,1423.3125,1094.166667,1807.5,1911.5,1439.833333,2097,1274.3,1448,1632,1674.142857,1535.25,1080.5
145,1078.25,1341.625,1027.833333,1786.25,1874.5,994.8333333,2287.5,1270,1504,1973,1670.357143,1255.25,1310.5
146,1181.5,1304.625,1114.5,1635.5,1810.5,998,1978,1483.6,1561.75,2062,1721.642857,1328.125,1193.5
147,931,1474.75,1257.166667,1347.75,1546,1346.5,1926.5,1393.7,2068.375,1895,1629.357143,1494.875,1540
148,2113.625,2557.125,3125.666667,2079.75,2255,2240.333333,5158,2534.6,3358.25,2735,3121.785714,2506.375,5608
149,874,1036.9375,812.5,1625.75,799,785,1986.5,1048.1,875.125,1249.5,941.8571429,925,864
150,1733.5,1619.625,1418.5,1715,1146.5,1674,1779,1498,1487.75,1287,1457.071429,1588.625,1479
151,1723.875,1549.8125,1440.333333,1374.625,1021.5,1707.5,1319.5,1366,1469.75,673.5,1332.357143,1596.125,1542
152,1865.625,1816.1875,1726.666667,1683.375,1124,1880.5,1328,1593.3,1494.375,1047,1486.285714,1710.5,1710.5
153,2695.75,2874.5625,2573.833333,2396.25,1974,2913.333333,2596,2551.5,2554.625,2020.5,2638.785714,2774,2297.5
154,1819.875,1743.9375,1661.5,1419.125,1168,1885.166667,1493.5,1563,1496.125,1020.5,1509.428571,1756.875,1807
155,1471.25,1465.5625,1303,1038.25,728.5,1631,896,1267.8,1177,661,1138.285714,1375.5,1364.5
156,4105.125,5769.9375,4090.833333,2837.875,2399.5,3625.666667,2346.5,3491.1,3457.25,2927.5,2714.357143,3073.5,5467.5
157,2646.25,2084.125,2652.833333,1350.75,757,2105.166667,1055.5,2042.6,2214.125,1312.5,1443.928571,1763.5,3716.5
158,2698.25,2147.75,2704.5,1621,964,2111.833333,858.5,2068,2238,1431.5,1426,1748.25,3126
159,2550.625,2041.3125,2626.5,1870.625,1432.5,1778.5,1133.5,1968.3,2221.625,1332.5,1420.785714,1697.625,2957
160,1661.5,2160.375,1061,1301.625,988,1588.666667,775.5,1331.3,1214.25,997.5,1058.142857,1349.125,1969
161,2254.5,2442,2083.166667,1441,1101,2333.166667,2064,2189.6,2390.125,1947,2330,2196.625,2806
162,9316.25,8812,9787.333333,7576.125,8249.5,10099.66667,4261,7230.6,9790.625,4681.5,6882.928571,9370.625,6018.5
163,1984.875,1905.125,1722.666667,1405.25,1330,2004.666667,1189.5,1825.5,1701.375,1415,1635.714286,1744,1766.5
164,2086.75,2107.9375,1908.5,1601.5,1727,1867.166667,1654.5,1942.7,1761.5,1371,1700.857143,1831.875,2297.5
165,23209.875,19554,26749,16665.875,15627,20572.66667,31678,22109.1,38360.375,40236,31955.71429,38578.5,38130
166,1583.25,1749.125,1395.666667,1270.5,1447,1411.166667,1102,1353.7,1317.5,978,1240.357143,1245.25,2071.5
167,6633.25,17460.9375,5741.666667,8816.875,5697.5,5825,4638.5,5958.6,5530.5,4924.5,5211.714286,5063.125,7212
168,2961.25,3096.5625,3027.666667,3114.125,2987.5,3553.666667,1776.5,2933.8,3417.125,2920,3663.928571,3054.125,3672.5
169,2377.5,2430.9375,2190.333333,2372.625,2206.5,2468.5,1638,2268.6,2343.375,1740.5,2411.214286,1943.75,2795.5
170,2244.75,2233.4375,2154.333333,2367,2216.5,2394.833333,1664.5,2155.3,1974.125,1866,2172,1892.75,2454.5
171,2323.625,3059.75,2532.333333,2840.125,1495,2668.833333,2136,2554.8,2564.25,2629,1778.571429,2527.625,2772
172,2769.5,4132.5625,3036.333333,3651.75,2186,3194.166667,2748.5,3053.6,3052.75,3148.5,2282.071429,3024.875,3328.5
173,2798.125,6423.5625,3179.666667,2372.625,2355.5,2866.166667,2162.5,2692.2,2387.625,1556,2201.428571,2956,2453.5
174,2818,4472.0625,2832.5,2279.25,2210.5,2731,2155,2552.6,2264.875,1360.5,2132.714286,2843.75,2270
175,5305.125,6504,5838.833333,5220.625,5544.5,6188,5555.5,5927.6,6250.25,4631,6846.214286,7053.875,5625
176,4198.375,7728.1875,3896.166667,4113.125,3926.5,4043.5,3186.5,4002.4,3577.875,3372,3455,4085.5,3761.5
177,2694,3329.375,2275.833333,2472.25,2336.5,2654,2251.5,2519.8,2196,1790.5,2076.571429,2629.75,2303
178,2776.625,3008.5,2226.833333,2638.75,2466,2638,2958.5,2710.4,2338.875,2193,2407.785714,2707.125,2348.5
179,3327.125,3825.75,2522.833333,3359.125,3166,3143.666667,2922,3146,2743.125,2713,2702.142857,3114.625,3107
180,1647.5,2055.4375,1940.5,1221.75,622,1913,1183,1915.2,1914.875,1101.5,1655.214286,1612.625,2420
181,2243.5,2755.0625,1973.666667,1831.125,1347,1958.833333,971,2001.6,1949.625,1198,1654,1975.125,2207
182,2836.75,3314.4375,2339.5,1932.75,1357.5,2091.5,1288.5,2149.7,2251,1467.5,2020.071429,2518.875,2299.5
183,1197.875,1261.25,1207.5,1046,844,1230.666667,1102.5,1480.6,1058.125,1505.5,1024.142857,959.875,1131
184,1347.875,1438.9375,1440.166667,1232.75,1024.5,1380.166667,1094,1608.1,1220.125,1649,1239.142857,1142.75,1830.5
185,1802.875,1864.75,1800.666667,1589.25,1321,1919.333333,1108,1831.4,1603.5,2199,1522.428571,1415.5,1686
186,1199.625,1373.25,1466,1451.75,1739,1523.333333,2160,1576.9,1529.5,1014.5,1642.357143,1347.5,1210.5
187,1800.75,1899.75,1594.333333,1566.125,1653,1745.333333,1462,1871.8,1431.875,978.5,1420.785714,1608.125,2013
Glycerol 3-phosphate,1005.75,1177.375,917,1486.625,1245.5,1093.833333,1972.5,1049.9,1056,1427,1309.142857,1241.5,835.5
189,2182.625,2130.5625,2202.666667,2202.25,1991,2117,2758,2256.4,2157.5,2469.5,2403.857143,2253.625,1841
190,1503.125,1696.3125,2386.5,1386.875,1045.5,1412.5,5045.5,1485.9,1406.375,2022.5,1794.785714,2043.625,1708
191,1689.75,1610.3125,1429.666667,1599.375,1417.5,1457.333333,2044,1566.1,1472.25,1355.5,1562.785714,1590.5,1560
192,8957.25,8992.8125,6917.833333,7480.875,7052,8153.5,5424.5,6716.6,6968.75,8384,6748.642857,5751.75,6339.5
193,1107.875,1658.25,1310.5,2519.75,2295,1120,2700.5,1333.5,1541.875,2308.5,1877.071429,1583.375,1173
194,1124.125,1723.6875,1284.333333,2575.125,2258.5,1201.333333,2393,1241,1509.25,2253,1802,1418.875,1119
195,1549.75,2074.1875,1656.166667,3060.125,2587.5,1591.666667,2793.5,1699.6,2054.125,2567.5,2243.571429,1786.375,1724.5
196,2180.125,2348.5,2021.833333,1902,1276.5,2129.666667,1519,1992.1,1871.25,1373,1916.5,1885.875,2181.5
197,2401.875,2714.625,2215.5,2667.375,1471,2371.666667,1802.5,2354.9,2191.375,1754,2096,2268.625,2355
198,2091.125,2236.9375,1848.333333,2824,1391.5,1973.166667,1970.5,2021.8,2038.5,1885.5,2199.785714,1986.375,2251
199,3781.5,5502.375,3628.333333,5179.5,3129,3311.666667,4178,3921.7,4212.125,4089,3844.857143,3601,4629.5
200,2228.75,2693.0625,2322.333333,3295.375,1564,2332.5,3294.5,2313.6,2569.625,2917,2745.5,2491,3174.5
201,6080,7140.0625,11376.83333,6808.25,4735.5,3653,28748,7466.6,6604.75,13225.5,12015.64286,8409.875,8357
202,2165.75,2775.3125,1924.333333,1986.625,1404,2250,781.5,1818,1841.25,1460,1614.714286,1918.625,2059
203,2526.125,3932.375,2172.833333,2365.5,1749.5,2314,1143,1987.4,1944.75,1606.5,1732.214286,2021.375,2169
204,3287.75,8660.5625,2724,3354.75,2374,2776.333333,1766.5,2553.1,2499.375,2313.5,2295,2616.25,2781
205,10063.625,16213.875,13807,6199.125,3560,9897.5,26968.5,13553.1,23061.875,31678,21774.28571,19812,32352.5
206,2168.125,2102.125,1763.166667,1728.5,2348.5,2100.833333,1856,2023.8,1877.75,3015.5,2020,2047.625,1757
207,1671.625,1559.25,1514.833333,1459.375,1942.5,1537.166667,1596,1553.7,1468.75,1911.5,1677.928571,1544.875,1217
208,2062.625,1849.0625,2492.666667,1625.875,2228,2362.166667,3256.5,1835.9,2673.75,2438,2593.642857,3237.875,2355.5
209,2602.375,2449.5,2389.5,2386.25,2304,2129.666667,2222,2575.4,2445.25,2290.5,2184.071429,2462.125,2343
Glucose,2676.75,2700.9375,3786,2976.125,9971,5190,4690,3954.7,4843.5,10228,6613.857143,7221.125,2762
L-Tyrosine,29067.25,28496.625,36290,22231,20449,26143.83333,75120,36506.5,62256.875,63130,53488.71429,55709.875,63130
212,4483.625,4556.125,6164.5,3915.125,3511,8593.166667,9166,5073.7,7938.75,7116.5,6950.642857,6257.875,9865.5
213,2550.625,2380.125,2320.666667,2506.375,2484.5,2011.333333,2030,2388.8,2165.5,2149.5,2236.642857,1921.125,1991
214,2034.375,2263.25,1703.833333,1720.875,1785,1401.333333,1734.5,1660.5,1651.875,1558,1653.5,1579.625,1430
215,1424.75,1360.875,1854.333333,1019.375,855.5,1662.166667,734.5,1908.5,1692.25,686.5,1040.714286,1393.25,1978
216,1638.375,1583.625,1947.833333,1036.375,717.5,1757.833333,837,1897.2,1715.75,761,1198.357143,1339.5,1703.5
217,1731.625,1851.25,1454.333333,2262.375,1706.5,1327.5,1828,1380.4,1457.875,2440,1601.5,1829.5,1260
218,1676.375,1788.875,1393.166667,2156,1866.5,1316.666667,1892.5,1333.5,1713.5,2718,1671.571429,1769.5,1231.5
219,2943,2621.625,2743,2133.375,1674,2697,1533.5,2573.4,2413.375,1735,2233.428571,2387.875,3447.5
