Name,0010-04-02,0011-04-02,0011-07-18,0011-09-26,0011-11-21,0011-12-04,0012-01-05,0012-02-06,0012-03-09,0012-04-02,0012-06-02,0012-10-28,0012-11-01,0012-12-07,0013-01-22,0013-02-06,0013-04-11,0013-06-05,0013-08-07,0013-10-03,0013-11-01,0013-12-18,0014-01-08,0014-03-21,0014-04-24,0014-06-02,0014-08-04,0014-09-12,0014-11-18,0014-12-13,0015-01-05,0015-03-31,0015-06-17,0015-07-01,0015-08-11,0015-09-08,0015-10-13,0015-12-15,0016-01-05,0016-02-24,0016-04-21,0016-05-09,0016-06-09,0016-07-05,0016-08-22,0016-10-04,0016-12-19
C8H15NO,38733.88,42774.05,50735.08,40188.55,67752.83,37870.05,41958.63,47929.77,35008.81,70079.97,55301.6,52759.48,26899.98,47603.43,55675.61,53292,52605.69,183474.7,170272.1,176958.1,43691.89,156766.9,212927.5,193406,203074.1,241152.3,146418,224514.5,312381.8,208820.5,352290.7,35618.86,375708.3,454645.3,328685.8,601220,42376.17,311609.3,426355.1,428112.6,340496.3,367620.6,345623.2,39030.58,34678.46,29272.07,25234.22
C7H10N4O3,59952.15,88820.77,23641.33,48467.53,25309.82,19160.76,58984.04,20522.11,36318.1,7289.765,31358.65,19048.01,22687.48,31607.34,13572.51,34674.42,32754.03,44407.44,22540.34,58897.19,152154.2,472168.8,567330.7,90711.11,87425.06,758096.6,47735.52,256217.6,384703.8,13069.31,647157.4,73536.81,60126.17,1139070,36679.22,45164.28,70327.93,282725,371224.5,79047.56,49960.25,146202.3,67020.82,1092915,440555.8,190341.8,29552.51
C9H15NO,10619.35,8374.748,8373.919,9898.967,9996.353,7389.771,10728.48,9451.181,8010.199,10408.02,10327.49,8012.031,6451.037,9047.847,7028.456,10307.23,9253.403,2033831,1625676,2011581,7910.95,2148791,2240981,2262687,2471539,2177372,1815989,2318072,4077079,3007520,4815203,9398.304,5116930,4873573,4148928,5319716,10073.42,4414886,4243446,5064937,2694907,3135814,2529993,11159,9358.187,12047.28,3134.598
Sphinganine,216496.4,381849.5,330031.5,263583.2,202525,271303.9,233856.8,190021.7,209952.6,305608.1,183139.7,270715.8,532175,222931,164559.1,186691.7,237127.3,176918.4,135973.1,167627.1,240570.7,279239.2,298300.4,217681.3,316630.7,267242,201515.4,306182.7,252787.7,137136.1,207422.6,360244.1,200731.9,173091,861832.3,157778.8,266381.3,186398.7,285778.8,239104.1,690312.2,277684.9,207894.6,303238.8,310258.2,195385.4,273808.6
PC(P-38:6),2236.876,1183.616,954143.2,853153.2,601548.7,26.73662,345.5541,229737.1,609.1163,229.3132,629.4948,404.5557,468552.1,2735924,140.4673,239.1696,590.5349,106541.8,56278.81,10.13496,522.1292,168.1592,59.94557,200143.8,377669.2,493611,1919.336,331621.5,238616.7,90590.27,54495.7,16946.05,137071,196440.9,769146.1,84613.86,7753741,41917.89,442098.4,549294.3,972452.6,3644167,200613.3,577551.1,16.73821,125295.4,141241100
C11H16N2O5,312380.9,309545.6,355992.2,266601.8,301992.9,242672.1,280861.4,273187.2,295688.2,267601.8,261104.1,225923.5,240184.6,311251.3,321609.2,321499.2,289891.2,352478.7,323031.2,406007,226567.7,444617.5,298369.7,384375.9,371818.9,463103.8,496976.9,641041.4,421070.5,452783,394817.1,348835.3,385161.2,680373.5,413283.5,471643.3,445245.1,381176.6,671494.8,662452.9,471716.5,434698.7,513440,489233.5,348371.6,448957.7,309225.3
Creatinine,78940410,85277810,95480250,86363340,91128820,93937070,94373030,88730580,86749720,85161230,81125810,73213720,83128560,93985940,85195480,86350720,90472880,99355030,93910300,103147300,76881290,111313100,91036600,102653200,110530400,115510300,78909780,112429900,111379700,98225000,103527500,88571330,97295000,113908700,90792770,103914600,99017180,106046600,102788400,107141100,86364320,107744400,95903410,98516920,99942300,107030800,100135700
PE(P-40:6)(1),1179171,1839798,1741585,3191230,1264510,2944086,2073351,964384.8,3221806,3049548,1603455,2658642,1580290,1609378,1443472,1881579,2549007,4048015,3196399,1856289,1631120,5627077,1508327,2317552,1458878,4612019,5748455,5739806,877087.3,4592198,1041757,1187112,766645.3,809551.3,33601310,293078.6,1794419,6262619,9652347,5558643,25442020,2424267,1290617,4951277,1647787,10673660,1080188
Hypoxanthine,4149377,3335844,2108242,6005921,6189391,9213926,2461826,2715190,6187061,2886070,3925335,6300473,4131259,8955809,5962619,4096117,6274750,5814756,5867314,5863118,2179352,9873373,8095800,8769905,9648501,3018286,4536077,7809541,3261574,3242290,3366978,3383250,2783685,4859216,1891282,4907782,3341168,4461515,5451476,3500849,3047620,4778214,3083697,5190730,5684621,8879838,2496818
PE(P-38:5)(2),7220748,10564760,7729021,19973610,6994137,10560240,15774710,3877291,19237710,11355130,9199154,15143000,5939569,9470379,9060966,7925369,18943410,5369633,2946633,2738628,11055540,8612480,4783672,3803541,5427687,8389620,8089147,8417566,1558832,4050365,3884167,5212866,3278242,3432567,24934340,3057091,2733194,7764021,11930480,8808879,25880010,3373466,11422940,7276206,3978591,5476787,5431192
PE(38:6)(2),5033578,4312426,1447510,7183590,1695579,2067594,3673665,738710.6,3599259,2150670,2952117,4186030,1012164,1657345,2408269,2318096,3621920,853265.4,531266.3,337714.4,3186562,910883.6,300964.6,497678.8,720600.8,782941,2718151,1281361,176596.9,488425.4,337715.8,360635.5,153753.1,182494.2,2266493,63357.7,355313.6,828135.2,879732.1,393443.8,575867.9,398184.4,292208.9,398825.1,371642,838294.9,493168.6
PC(35:4)(2),4286804,6622454,3031807,12086170,3647682,3588293,4911840,1266206,6045752,2448036,4634203,7669516,2305342,3465621,3625174,2616684,7410464,524528.7,585663.6,752343,6358919,2205276,1043296,1236737,1437271,1487167,1622381,2011735,418136.9,346780.2,476007.4,738425.3,1082874,482616.5,5076838,325492.1,702806.2,340479.9,1741259,1091396,3404541,915530.4,1135113,796113.2,964074.7,565992.1,1262543
PC(33:4)(2),3798839,3490718,1571959,19440610,2436905,2092553,4239514,628114,5060856,1560940,3617881,5724493,1179097,2879890,2472960,1621516,6385949,163208.5,246694.3,217084.6,3713703,990935.5,366458.8,403530.3,347726.4,554214,2006723,1231570,329285,105730,689157.5,301806.1,329660.4,214668.1,2487449,172842.5,223708.5,704148.6,850118.9,371869.5,1213850,316221.7,360909.6,324429.3,322649.7,489848.7,303492.6
PE(36:5),400488.1,181674.6,127436.5,130993.6,108192.4,105232.3,175599.2,91764.14,117020.3,242847.3,181116.9,275064.5,179483.4,77708.14,117503.8,181487.6,190294.5,108177,129626,188971,162899.7,1188275,155214.4,298007.3,37460.65,70826.81,1218666,17315.07,327902,49059.57,239109.5,134233.2,45429.68,17256.14,93752.3,143757.1,201675.9,60807.03,65206.86,110334.4,29936.96,287031.8,73271.86,53422.02,120397.2,54282.66,104782.1
PE(34:2),1856407,1954352,1431905,1137014,1144484,812077.3,786590,616987.2,678558.9,1312151,1233789,1864152,1386789,836488.9,820922.8,983757.9,1750977,767195.8,759256.4,692329.9,1462016,2097047,1025166,1294386,661511.3,909509.1,1844232,1308161,1089176,399246.9,1102591,1105590,569883.8,293204.1,2432032,930198.9,606069.8,530654.3,784122,284519.1,663705.6,1048838,655578.9,611048,934183.5,356677.4,1055675
C12H18N2O2,325215.2,503394.7,441808.3,629588,540693.1,377745.4,462158.8,416843.8,297123.6,893084.1,672016.9,496234.2,647013.1,650817.5,499216.2,498226.4,454790.1,186057.5,116590.4,100290.3,524904.7,117796.7,171408.7,168926.9,86856.89,103480.7,89832.77,103718,186740.8,212188.7,159793,249122.8,353669.6,311006,178333.9,144332.8,330842.5,311202.8,155103.5,194760.5,219105.4,263240.1,259017.1,329628.7,171700.3,387243.1,235061.3
PE(38:6)(1),2483498,3670104,2041689,1073688,1366616,1746369,1331768,1533262,1028507,2561113,1600865,2557354,2891690,1211774,1330113,2848007,2067463,1020471,1347819,1188195,2576225,6043582,1498649,2235696,1390948,1132094,2141219,823543.6,3862509,1012478,1242406,2011994,799927.4,558915.8,1047733,1255169,1266866,891341.9,579400.1,694239.7,466845.4,1521530,1126993,830017.4,1643718,803430.1,1730027
PE(P-36:5),241829.7,425309,224614.5,284993.5,147770.3,335069.3,585652.1,175785.1,433882.1,978074.6,232082.5,489564.4,406683.2,130967.4,269467.4,541417.8,403712.5,281197.6,92842.78,175331.3,317422.7,880274.4,284585.7,246128.3,76608.01,125028,294071.1,31870.04,452244.8,170364.3,93424.25,381124.7,158930.6,64973.25,348036,77932.35,216320.2,164262.9,136008.4,260938.3,191607.8,198384.4,219218.9,170243.1,208583.3,187455.6,171673.7
PE(P-38:4),2830619,10505770,7608512,3760863,4284755,6791697,4153495,4471162,5251934,8011376,3864600,10361350,13514120,6046307,3506599,7029162,9542750,5806927,4208284,3008699,8658246,12647510,8108339,6481351,4702630,5137469,5466672,5523608,7863390,4776600,4294364,7540460,3442219,2951345,11024610,4185290,3122141,5649468,4581221,4384877,10236090,3821011,5059776,4864589,7172005,4198863,5681206
PE(P-40:6)(2),1421285,5131658,2576275,1388866,1385847,2867288,2473601,1540939,2612439,3219403,1631396,4036894,6144488,1695789,1590531,3058746,2954386,1675642,1348467,1065110,3893928,3005333,2045539,1942614,1593565,1517371,1990253,1598207,2484440,1979595,1073014,2562940,1372101,970994.1,3519293,1185100,1178693,1634692,1376490,1414313,2950309,1522641,1931956,1247140,2239089,1462367,1593615
PE(P-38:5)(1),3608922,9824547,7804753,6336997,4798460,7855759,5991320,5279546,6340801,12456130,4914712,9784483,10918340,5960630,4763948,7862501,8701432,6030897,3591224,3079425,8710819,12946480,7155171,5418932,5087213,4852710,5622252,3953480,11002970,4272942,3468062,8703156,3675117,2741075,8289566,3786348,3231718,5043361,4034070,4714668,10276640,4117575,5257076,4575540,6093033,3993958,5636701
PE(P-36:4),1794966,6357394,5617086,3747850,3368442,5690857,3339864,2612190,4309897,6202888,2997087,6254890,7265649,4572581,2659267,4588642,7568501,3989761,2338874,1846929,5711537,9343256,6677012,4065360,3628582,4383435,3523898,2955588,6602361,3064306,2685219,7067838,2446662,2013476,6155541,3130929,1900427,4133138,2996302,3200196,7571073,2511408,3665149,3440701,4744900,2665397,4047074
PC(P-34:4),95560.98,1073064,529133.3,190246.7,212669.5,464408.8,233091.9,204499.6,460998,557106.5,208584.5,936416.9,898642.3,352461.6,252594.1,767683.2,1118701,445271.3,352330.8,188955.9,846224.8,837549.6,518311,409322.2,202095.7,280908.2,298272.7,400335.3,499472.8,364822.8,272425.4,483576.9,202836.4,139249.5,1282156,254197.3,278594.2,302689.9,501836.9,402989.6,814940.5,274346.1,326102.9,227829.1,551347.3,361447,328654.6
PC(33:4)(1),1221485,2148396,1596976,381006.6,1025568,1282330,535527.2,1085677,565478.7,1217443,1203534,2092772,2086382,934152.9,816790.2,1432717,1941967,1084345,960025.3,687650,1902946,2446957,1733826,1796493,981180.2,1060948,1277428,1054143,1758457,684620.2,1402992,2073300,742326,548277.3,1780178,1243917,783481.9,998916.9,775172.7,672391,1339534,1195211,996988.2,807289.1,1548125,774234.1,1991911
PC(35:4)(1),2352946,6870729,3854152,2523233,2572347,2855963,1836264,1962743,1459121,3175973,2437765,4656171,7844425,2204995,1903496,3251489,3292537,1928307,2200256,2309651,5443083,5972834,2856880,3110785,2552680,2482857,2507802,2578549,5864893,1481840,2254886,1999021,1417236,1157427,3136332,2089089,1845426,1202336,1868580,1289581,2300377,2174354,1719048,1283114,2231579,1186711,2032227
PE(P-36:2),587959.6,1492412,1250652,805634.9,669928.7,1221428,557473.3,745663.4,604739.3,1147723,755531.5,1766244,1322271,771883.6,647146.7,838487.4,1604621,950782.5,660002.1,573703.5,1441414,2607291,1318809,917985.9,537550.2,810278.1,690989.6,887541.5,2251993,619289.8,927657.4,1394361,591163.1,502067.1,2978269,629808,763573.2,1040198,846828.1,816410.1,2082163,841737.8,709130.1,784078.1,1456448,934904.3,789545.2
PC(37:6),1282265,2800071,1043588,753535.4,685307.5,1014987,816275,638051.1,539106.9,1529830,783386,1184524,1890888,487658.7,781999,1467485,819670.4,519659.1,777994.3,804251.6,1620647,1409241,465957.4,807754.5,764216.7,689722.8,642448.3,552011.1,1507684,505679.3,425506.3,599611.6,387460.1,397822.4,400983.2,484469.8,539354.8,313175.5,354685.7,371499.6,237562.9,524657.8,549131.7,402326.9,554104.1,438117.6,451380.3
1-Methylguanosine,54688.07,47521.7,48799.93,53338.18,52685.49,44504.63,55419.23,44523.17,58089.45,57097.5,41082.01,40262.95,48389.25,64327.16,49677.76,47068.09,39455.09,59941.36,66353.03,82096.93,46921.76,33842.76,42609.13,49867.39,52034.57,59831.97,21003.42,32260.41,44574.37,67663.94,55421.26,29476.8,53078.41,77604.23,3226.82,54611.17,73094.5,52154.38,32664.73,64029.62,6826.495,55654.46,50420.96,52798.24,44651.93,47655.32,29617.63
PC(40:6)(2),571593.9,355274.8,5867977,3262514,1580.759,8123430,35903230,622.3573,26292320,13702.58,262186,282679.6,283071.9,39334.71,263607.1,30906.23,22242380,9920548,3189841,3533542,288813.8,2593082,3661621,3951673,10493230,4039414,2503481,4021180,9446958,1331689,2587338,5595707,2407591,2339210,5497291,529414.7,2895933,2285957,3462161,2962174,5793600,3829338,3382975,5088686,4036950,4421695,4367864
PC(P-36:5)(2),46790.59,579901.4,133826.4,41930.44,5586.33,185959.3,2365806,4129.336,2426197,39727.79,34559.34,51530.43,915.1675,4326.036,28263.71,25874.94,1993207,398276.8,89601.63,42913.32,249600.8,107786.9,69080.41,95036.07,103068.7,67367.21,40393.81,73947.64,250698,34319.7,49538.84,163700.8,48857.15,43245.04,173682,8036.2,99262.51,71969.47,124790.4,133525.5,168983.7,53458.84,93618.02,125101,77844.34,177715.3,96259.11
PC(38:6)(2),640282.3,4353302,18376130,13460120,58059.72,25908660,169499300,19108.22,117908300,111265.3,491848.4,458317.6,888581,125873,482463,94442.44,112017800,30340540,11309260,11935960,1464277,11606840,12704300,12885650,36441310,12987200,9786688,13754280,31870240,4804964,8623985,18790540,8583658,7942196,18911220,2536690,10736830,8714597,13393820,12094100,21591540,12323040,11872700,15081890,13006620,12257560,15963450
PC(38:4)(1),592425.9,1491094,24664430,22266200,17915.37,28563370,163005100,3519.383,108926200,25821.96,517294.2,624976.9,2931274,258956.8,565836.1,52199.61,133836000,34641750,12052110,11934710,808533.9,18041160,22080640,19217950,48725900,20164620,12938630,21544920,40533270,6742886,13783900,22052030,10941120,10316020,29758260,3627361,12353250,12727750,16775440,13058940,32602760,15140790,13145580,23875050,17832040,15708510,22384060
Bilirubin,2377424,428559.2,1646246,2087611,2545557,1578692,2297580,4551588,490205.5,929788.9,816040.6,1644177,608292.8,2058292,2633252,920521.9,2096254,224388.4,489225.9,471321.2,55170.38,129796.6,71197.05,294244.1,562585.7,650038.1,455782.3,138079.8,180279.4,197403.3,81960.12,291942.6,1202570,2058277,110155.7,253485.3,125182,187203.2,155799.1,132839.9,972568.6,3385194,1858570,282450.5,263447.8,831604.2,620875.8
Pro-Cys or Cys-Pro,2550199,1754688,2837569,2587552,3220965,2273097,1944565,3433033,1175741,1184478,1024695,1877132,1189426,3063653,3464109,3145043,2851868,1245759,1507196,1442674,1866311,1389159,894270.9,1725146,1649261,1302647,1135892,1312661,1925922,1364276,1284275,1098959,1176307,1197174,601219.3,1311293,1249556,1247361,1289925,1143515,977735.6,1097643,1290870,1559995,1198711,1714001,1939355
PC(P-40:7),56328.69,40378.94,71904.62,5394.888,168781.7,437101.4,6497.982,2007088,8632.503,450913.1,34389.96,45433.45,8887.054,208847.7,37488.74,53107.05,4880.47,153787.9,116672.1,106119.2,41476.2,152465.6,123205.7,104954.2,142472.4,112307.3,105583,147459.2,13817.21,130403,101752.6,169894,99251.52,91809.16,298296.2,98784.1,102661.6,138349.2,134328.7,137573.1,230625.6,131875.5,140374.8,142644.9,164419.3,144988.2,199500.6
PC(P-42:5),207851.2,384919.7,525049.8,16768.74,489644.5,559804.1,96963.53,1114076,143510.9,750747.7,202915.3,327132.2,1368.329,487059.9,204346,490571,110827.4,344329.2,227957.5,247106.6,328715.8,421877.6,413309,435082.2,403058.2,304374.2,490253,464024.2,135072.6,321049.8,317844.2,490700.4,298161.8,236921.4,1208546,349968.1,315097.7,322483.3,306796.6,293175.9,688376.9,332761.2,339284.9,292674.8,392231.7,262250.5,1056400
PC(P-36:5)(1),190203.7,156820.7,174069.2,1548.309,147371.5,435877.5,72617.38,828506.1,89265.73,946585.9,69806.77,151815.9,49598.46,174078.8,147749.7,219185.3,54105.2,254727.2,109311.9,111460.3,112288.7,259455.7,148921.8,199607,101156.5,108035.8,196566.6,129222.8,4435.215,134027.7,90175.68,220132.4,109662.4,51960.88,389266.4,60992.17,163543,121771.1,197092.9,216600.9,274862.8,146327.8,180085.1,105977.3,153871.8,167489,436370
PC(40:6)(1),6237900,5190365,4832956,139465.4,7192711,10211570,1499917,20571070,1454089,14036290,3592552,3786204,65869.23,7009526,3878290,6904036,1021539,5207681,3363719,4442027,4209093,3879284,4854091,6020980,5681850,3971444,4639445,4760948,192438.8,3342439,3304142,5774259,3095052,2400987,7433142,3018933,3232887,3063076,3644586,3238923,5752694,4455600,4259035,3112941,5238244,3554657,12657530
3-O-Sulfogalactosylceramide (d18:1/24:0),401993.2,155645.9,153220.9,565153.8,319885.8,129344.7,95198.67,504551,78687.77,564302.4,129154.9,112683.9,215704,260958.1,163805.7,342343.4,5852.77,118589.8,88736.28,108159.5,110623.8,101410.8,119533.2,201323,138329.9,84387.51,24584.84,109034.5,1569.923,91529,81041.19,157237.7,75119.12,51383.54,153645,70548.53,72643.98,74206.55,84006.48,87916.11,132906.4,101707.8,102525.4,82965.39,139126.8,105598.2,428567.9
PC(38:4)(2),15231210,25173360,29370550,769679.9,31347750,44310070,6977695,77159510,6831279,39220400,14722640,22391620,504864.8,36706570,14474580,24086000,7285453,26386120,17141040,18034150,24013640,27338360,36539940,34181360,32356440,24210420,28720990,30830700,1327311,20383960,21914860,29467910,17535590,14440970,45993980,22039430,17224330,22078570,21109530,18975790,38822500,21174130,21035830,19891720,28837930,17658530,74102890
PC(38:6)(1),17055740,17751920,19661320,329298.8,22357970,38843520,5849871,82159840,5836443,47056360,13218590,15242600,342018.4,24456300,13750930,24567630,4470823,18679880,13702130,16624420,14531250,14956250,18415580,20909890,22343400,14702800,18559470,18121850,1219310,12174430,12229070,21645740,12487690,9687174,26019650,12737010,13891380,13223640,15569100,15037520,23186590,15742350,17185350,11153170,18353810,11962110,45899980
PC(36:4),23718470,46091400,63914540,947964.9,56839500,84926630,12023760,138431200,12919480,70124570,29366830,44042530,971465.3,65737640,26430590,47848580,15641530,51104340,36837840,37793890,40512600,51326740,73858540,63799450,64915880,46021950,60333870,58866450,3385283,36329190,45217960,60743620,37643880,29080790,83564820,48079640,36790730,45128320,47486440,40760940,77701990,43008230,45701860,34352730,54944710,31282690,146071200
PC(36:6),258101.1,144544.5,147871.9,40947.82,169189.6,178273.8,74189.27,444118,82903.54,388947,152945.4,184490.3,53743.6,195143,168120.4,206334.8,46848.15,204525.2,157408,195420.4,170963.1,102451.9,136429.1,242880.4,122140.5,84925.18,229164.3,108789,11036.21,82539.85,99209.17,139720.3,121706,74706.52,141663.7,71423.82,228131.6,93975.06,128191.8,139760.1,160224.4,116527.4,134362.4,58443.05,103361.3,88518.06,320313.5
PC(P-34:2),1561694,1744124,4383502,44774.42,1309656,4106838,712926.8,2807301,871708.5,1993631,745105.7,1605847,34741.37,1880202,1094962,1531201,1382549,2456264,1723524,1366959,1836690,2670280,2713602,2257260,1836675,1724566,1795257,2245005,113817,1592962,2174080,3027115,1768599,1157673,4819053,1840832,1577297,2407642,2319216,2396824,4684781,1740257,1903410,1460624,2753849,2096979,5577046
PC(34:4),180135,221659.6,235215,2519.2,317067.6,498228.9,62426.31,1537495,82303.38,349736,163083,354289.7,3091.235,350790,196223,199491.1,103160.1,350303.8,288482.9,293271.6,296203.2,329508.9,474851.8,479116.3,252869.7,216938.4,446384.6,271445.5,19600.21,175465.1,281907.7,335848.7,260699.7,136372,318605.5,240334.2,301514.1,211797.8,317392.8,230318.3,467177.3,244039.9,244369.9,110395.9,255336.1,123186,693785.3
PC(35:4),105282.4,208784.2,190095,2489.81,225490.3,641000.1,31944.48,2167868,65922.13,311834.6,166885.5,212877,574.0292,262160.6,115546.7,191193.1,73236.53,207520.9,155533.1,185494.6,215386,286569.9,314435.1,304029.9,267548.3,229174.1,186440.7,241716.7,95201.41,193036.6,188317.2,268486.6,174494.3,127147.2,314911,156448.1,251328.4,195223.5,221649.6,182003.9,353976.8,237186.5,181386.2,183027.8,270272.6,151926.9,441593.9
PC(36:2),28091130,32286030,52438990,717244.6,33146900,66211030,8529014,83798580,10082270,42795820,22693060,29215390,613877.8,31331870,20296890,28373910,13436110,38468830,25830190,29766310,30277190,37293580,47703650,41138600,28583160,35232930,38328130,43695100,2587089,23897650,36859540,39572070,30116660,21359030,75909540,30047280,28378990,33548180,34750440,27808250,65891670,32343350,30835280,27501330,46266200,27133690,96617610
PC(35:2),1202971,2274366,2952022,27277.27,1621541,4370886,498206.7,4208107,721412,2290081,1282548,1525836,14323.89,1857766,1167581,1763490,830302.2,2306691,1691131,1760012,1899868,2533233,2820753,2669240,1902127,1856295,1923945,2901891,146722.8,1445547,1818305,2091662,1761252,1087375,4950368,1566401,2076409,1314561,2186550,1944494,3879732,2093848,1606743,1060527,2386807,1509072,3698170
PC(34:2),54355690,86683540,108383400,1466617,75029850,164499700,22412180,172448800,26511330,102022000,56029200,74239270,1314067,73537090,50917480,88003200,37949090,99304810,72436430,79418880,68153050,98660580,126209500,120499800,98010960,90117280,112625800,107521900,6546285,62235830,91731830,118363300,81911260,52196210,183479000,89462440,77357480,83189400,94516420,76377720,165359600,86971550,84159890,60544920,109874500,59254860,273165800
PC(33:1),519725.3,899586.9,760104.9,6595.947,626742.8,1718414,186170.9,2188291,298846.4,743915.4,531400.3,702241.9,1561.338,838212.7,435531.3,746157.4,332378.1,877187.7,882243,858936.4,836139.2,1250173,1346561,1300331,985880.3,804785.1,950720.3,1059057,65438.44,485802.7,815421,888419.2,828500.6,358198.8,1635062,626640,954659.3,485955.9,1089668,863745.7,1774815,828439.7,608990.8,324679,938671.3,430884.6,1776551
PC(32:1),3055276,2987062,3553227,42351.77,2037180,5110205,1314951,4960714,1467175,2620962,2036797,4136219,28697.34,2545817,2107051,3501926,2280413,3782178,3314494,3150553,3250515,4717617,5558208,6531492,4265870,3408348,6833014,3557000,241439.9,1871293,3999745,5361907,3468379,1584261,6194306,3589798,3702021,2702774,4181292,3090403,7100866,3629199,3098969,1791361,3954427,1317896,9915085
Tryptophan betaine,93760.81,297631.7,343764.2,4309.024,482849,626890.2,195110,1246562,298610.5,551878.8,276998.2,274766.8,167.9153,406783.9,283114.8,359256.5,388052.4,1007551,513486.6,763052.4,216365,320146.9,160108.5,1179700,710752.7,454293.5,886557.8,1380308,269588.6,399338.5,396261.6,1620310,1014782,713021.8,1445402,1408695,1155194,881321.6,939993.3,1347194,1219672,846542.3,1152101,1000268,886923.8,806284.9,1115921
Biliverdin(1),837852.8,497833.2,969961,731010,841975.9,589440.2,1030362,1117220,337558.9,902547,858765.4,927682.2,851744,814421.5,1059606,826191.2,1120164,881397.2,975238.6,1073580,614653.3,1000104,1133906,1317902,2633874,1433698,787757.2,1222573,859296.5,879300.4,607971.5,855330.4,1118729,1079330,573546.9,1260443,774726.8,628608.7,749208.6,739226.7,844346,1557815,1128239,717023.7,846514.4,553211.8,805283.3
C18:0 AC,94560.22,295795.6,205931.7,189632,99775.68,161895.2,140651.8,141561,243261,175315.1,126004.3,214286.5,314690.8,230731.2,91451.31,153799,256639.5,72013.59,120771.5,84990.56,283676,218296.6,312844.4,124261.3,214182.6,165701.7,183942.6,200893,154224.8,78126.49,180164.6,153464.2,112581.7,108814.2,273849,102426.4,80916.39,114344.1,169497.7,117528.3,392322.4,159801.1,97084.01,195310.2,229490.1,126899.3,149106.9
C16:0 AC,619457.2,986823.5,693515.7,769563.3,622775.6,741728.4,765014.6,709707.2,827318.2,892364.7,669585.6,983426.1,1157137,970874.2,538257.9,909508.8,1027048,331480.2,601900.2,400775.2,778803.2,832632.5,944176.4,613033.8,985707.4,711449.9,728150.4,724273.8,703629.6,461383.1,574602.8,758143.2,501326.2,590667.5,697108.3,675053.3,476124.8,535854.3,726568.7,591562.9,1019505,783902.4,596136.8,730313.9,864260.7,557966.7,672910.3
SM(d18:1/24:1),6410630,12116910,12954820,8981455,7903219,10016760,9475315,8799686,7257458,12321860,7586094,10737150,17419970,6043674,5590286,7620075,7606171,7789639,3757401,5329241,9141013,9129666,11722410,6797955,7504032,9018989,8244917,10331560,12513890,8708712,6333061,13370260,6470433,4664514,33606790,5271540,8603895,6955014,5853191,5679803,19886800,11110600,9078786,8976390,11425740,6755255,6883047
SM(d18:1/22:1),5471271,8739812,7334078,5693892,5000226,6243380,6077354,6335373,4416449,7303045,4556821,7038084,9674829,4946207,4229066,5392225,5634794,5501961,2658043,3873719,6911216,6530187,8246959,5566258,6156945,6593994,5693253,8039136,7697374,4761499,4528376,8884970,4714624,3239970,22849390,3621901,5595998,4869035,4599937,4018902,14020860,7059510,5775872,5761657,7197263,4463664,4572898
C14:0 AC,367734.4,396260.9,361395,356344.7,382160,386494.8,309311.5,449738.7,407760.5,318421.8,378288.1,372110.6,424046.6,449670.1,286122.3,437603.4,572934,108756.7,251688.3,146987.4,326453.6,315053.2,290392.8,248408.1,392482.3,362488.7,337477,303293.3,389496.8,219673,234714.6,231852.3,250211.7,344025.9,178178.3,334102.8,205448.8,230592.1,435658.1,335138.2,343550.2,298474,316691.9,213193.5,284606.3,169421,252862.9
SM(d18:1/18:0),3195582,4633365,4323777,2842062,3131436,3847153,3015388,2897017,1841607,3687516,2066040,3451289,5070586,2624696,2060969,2889891,2541286,2697286,1248240,1740436,3178624,3849113,4811177,2775563,3331001,3636656,2770435,3535729,4952633,2439406,2461061,4857822,2177151,1809411,11464260,1797301,2903472,2472112,2472585,1895836,7914234,4014729,2604893,2748472,4303396,1970139,2392555
SM(d18:1/16:0),9862649,11356430,10088930,6993913,8390260,17530650,9474256,14329960,5688445,9859428,5800300,9442030,856903.1,7841955,6936662,13476730,9694978,14612020,6243715,7631153,9263302,14265580,20570950,17438940,13059820,13507180,13733240,14828160,1869810,8581491,13418520,23778020,10521770,6734082,47720990,10039460,11543440,10785510,11018870,9378878,36919790,14139640,12367290,11888760,17242340,7714570,13259730
C8:0 AC(1),6454534,1669810,2444062,1438933,2562113,2288364,2711755,2731387,775324.5,819785.3,1026413,912504.2,970529,2829286,2139944,3393980,3504005,1580460,1887870,2281140,867761,1635191,1596985,1785666,2469377,2559384,2085768,2013393,1702283,1760094,1504634,1201114,1344733,2495554,2052183,1895825,1846095,1706879,1636843,1979542,1589270,2239136,2922505,1838368,1695045,3392744,3681948
C15H23N3O4,636200.7,57386.95,388696.9,58451.91,249852.8,413930.9,275860.3,205181.4,188423.7,50484,81144.88,57620.75,32118.94,233955.8,191311.9,271077.9,245487.9,168093.5,33887.53,73995.11,32057.27,265865.7,219356.1,112578.3,210842.1,396743.1,229118.6,151530.4,259197.2,151732.3,102179.2,234882.8,91100.11,110851.1,80292.65,106353.5,221085.5,356810.2,315077.8,103902.7,47467.34,140856.7,184811,144380.8,276505.7,157611.8,136848.2
LysoPC(20:5),6698234,1513228,5068940,1610904,4189269,10378260,11519260,11841760,2801434,3428515,2349601,2141680,243224.1,4044075,5927538,15557590,6527843,4423916,2624390,3632295,1295069,2731838,2245152,7084950,3047909,2639763,5770142,4104887,7636508,4218854,2961097,2913784,2774680,3541037,3071236,3851525,4149952,3124388,2893521,4339203,2831620,3401562,3728735,3148103,3408970,4111827,5932233
