Name,0010-04-02,0011-04-02,0011-07-18,0011-09-26,0011-11-21,0011-12-04,0012-01-05,0012-02-06,0012-03-09,0012-04-02,0012-06-02,0012-10-28,0012-11-01,0012-12-07,0013-01-22,0013-02-06,0013-04-11,0013-06-05,0013-08-07,0013-10-03,0013-11-01,0013-12-18,0014-01-08,0014-03-21,0014-04-24,0014-06-02,0014-08-04,0014-09-12,0014-11-18,0014-12-13,0015-01-05,0015-03-31,0015-06-17,0015-07-01,0015-08-11,0015-09-08,0015-10-13,0015-12-15,0016-01-05,0016-02-24,0016-04-21,0016-05-09,0016-06-09,0016-07-05,0016-08-22,0016-10-04,0016-12-19
C11:0 AC,26746.08,327847.4,90657.03,56072.9,118462.5,114541.2,81203.05,102866.9,86728.77,98765.41,77189.53,40550.43,102345.1,110657.4,89270.13,102348.3,243651.1,46122.59,144000.4,113013.3,115227.7,110185.9,101000.4,90417.46,146887.5,133258.8,126238.7,159647.1,145182.1,309393.9,175450.9,203382.1,172742.8,141981.4,159912.3,202577.6,119314.8,130752.5,210608.6,228540.9,176304.3,202825.5,155996.8,94458.2,120167.6,131930.3,87951.22
C13H18O5,5282622,1737684,2039611,2204358,2133931,1991813,2746427,3016421,2201935,2658280,1808349,216144.5,785641.3,1589947,2178454,2552213,1336109,1396875,1257141,2436338,1257959,1000177,734162.9,988102.5,1571538,1787688,1789979,1925393,1496720,1240004,1011036,1857217,1499392,1765035,1171843,1087356,2131265,1684095,1855617,1999926,1537196,2610327,2747767,2283946,1653466,2790607,1612743
C14H20O5(1),319110.5,117127.1,125956.5,136453.5,132253,124554.3,161348.8,179671.5,130335.7,161871.8,105850.8,765.278,45784.54,102761.3,130539.3,156764.2,84977.36,79214.08,75225.26,152126.7,77975.79,55477.01,48230.5,58921.64,87823,117626.9,108145.5,115009,89690.36,72317.24,60017.64,105647.7,95238,108637.2,78552.08,62089.3,125574.6,94643.11,113074.8,118165.8,98203.61,161640.3,167553.1,138809.3,96915.21,158075.2,94466.96
C11H18O8S,517024.4,235490.1,265178.8,276723,272010.1,261853.8,372030.4,349356.6,294250.2,341385.6,259684.9,1005.561,129383.4,213725.2,302282.1,322142.5,216228.2,177077.6,161915.8,267682.3,185925.3,122747.7,98954.5,141997.3,202696.4,201669.8,117481.7,237539.7,200868.4,163034.5,133919.3,210716,188110.4,207189.7,153786.3,142428.7,227350.9,210342.1,212312.2,213216.2,178481.5,278297.2,312169.6,307951.2,194898.7,263488.2,225938.4
C12H18O9S,864480,405362.9,487268.7,493798.4,489407,467593.3,670319,613441.1,521752.4,602811.4,448347.7,43760.44,232984.6,387343.9,524388.9,560062,383090.8,348282.8,321373,534183.4,342135.3,244780.1,205050.5,279422,406021.6,393330.7,214910.5,490819.3,402773.8,330840.2,260927.7,417294.8,359628.4,422029.5,290807.6,281855,453896.5,413353.5,436518.6,413544,368260,560485,599172.3,591946.2,385953.5,515412.2,436599.3
C12:1 AC,559028.9,654991.5,388401.6,302202.7,334317.6,349019.7,269151.4,481067.2,208143.3,302307,290769.2,339479.1,636355.2,448425.1,343770.8,435403.4,525162.7,107134.5,375957.6,252168.6,407238.1,362507.7,316883.2,318041.3,525588.3,761334.2,899249.3,435824.6,353586.5,407646.4,274610.1,315627.1,346485.5,454395.4,302873.2,569883.7,263904.5,332242.8,410240,524616.7,336744.8,596780.8,549511.6,205124.2,362021.4,224113.6,232875.8
Thyroxine,165227.9,173889.3,186664.8,193640.5,234605.9,178727.6,155115.1,190204,186256.7,161650.7,161760.6,119127.5,137149.1,219333.4,188377.3,190112.4,171848.9,160869.4,262449.9,223573.7,183015.1,190563.3,171765.7,190070.7,258253.6,190717.6,159473.9,212583.5,182936.7,172662.7,171693,173730,220815.8,218546.8,211762.8,169242.5,182574.4,168622.2,203295.1,205668.7,200363.6,210713.1,192866.1,165335.5,161917.3,167052.4,166111.4
C17H18N2O4(1),119778.3,193290.1,177031.6,223629.8,197754,107381.9,195128.4,185852.6,78688.12,274004.9,266306.9,40985.54,263972.4,275939.3,173595.7,125396.2,320596,89404.1,142022.1,213248.1,382056.8,170095.1,118875.6,120944.9,356401.2,275935.9,212875.3,203244.1,111251.4,155334.7,55073.6,197849.3,168058.2,116566.9,104667.5,242365.3,130182,99786.09,153878.6,114248.1,58065.85,296266,132826.6,87719.44,94646.58,174023.2,92279.55
C14H18O5(3),80389.28,86866.56,37751.44,61680.67,49987.94,64244.85,77315.99,37840.93,69876.94,80817.67,42179.28,44348.28,28697.01,56398.06,60244.35,48670.86,44481.12,91528.58,61190.63,103777.5,122674.3,83786.51,72671.33,70829.35,59961.48,77522.33,88323.71,74951.37,119116.9,49593.43,209544.3,66145.13,115634.8,86447.55,108976.7,80533.17,111009.4,85578.17,79733.63,57877.81,57439.75,62750.58,60413.97,172810.7,74800.68,102414.5,30298.13
C14:2 AC,370293.8,565152.5,282870,241524.1,313933.2,293098.9,226133.6,365239.9,148852.6,223331.1,218347.7,230332.9,545280.9,364967,276533.4,399223.1,396914,77592.86,222673.5,195743,304483.4,211056.2,246635.8,214157.1,367550.4,554952.8,587383.7,350750.8,185548.4,264246.7,175031.6,252490.3,226823.2,331365.9,279187.2,416245.5,168654.5,252653,220357.3,274468.5,185558.5,486289.2,393053.4,168509.2,247406.4,182828.8,215958.5
C17H18N2O4(2),52460.25,43767.89,96322.67,45962.7,42269.36,408577.9,59313.63,1387670,32572.35,62828.3,67840.62,162122.2,138083.7,66066.15,63882.93,138429.3,90208.85,44832.79,107926,113672.5,532.8354,104561.5,88478.95,92735.14,206980,163083.2,137423.8,114600.5,66183.5,71874.09,43251.62,87246.29,96095.7,68954.64,69431.71,107492.9,77254.78,54077.91,94608.11,77278.07,47210.54,124096.8,80994.06,73530.76,63777.01,71335.53,57226.56
C12:0 AC,322649.5,947592.1,331042.7,260374,344506.8,346457.6,253200.8,410539.8,225969.4,262899.5,288996.1,287204.6,476517.5,383131.9,301396.1,370120.7,474834.5,91226.28,322656,236402.3,357232.3,340477.6,406795.8,303128,523314.7,701222.8,734412.8,446305.6,379662,579936.1,333934.4,376592.4,361693.6,550738.4,341976.1,582225.8,277711.9,354592.8,533346.8,492911.3,382303.5,678098.2,522473.5,252593.8,383239.9,301219.6,316167.3
C14H20O5(2),441140.1,30301.55,1325.887,21096.56,12040.37,5369.417,193915.3,8921.657,156696.4,48767.22,24776,9202.772,3917.433,12432.85,81867.8,16433.31,21667.55,9148.439,16616.68,50703.58,183385.4,13311.74,7171.081,12914.54,21632.71,21498.12,392696.4,15455.04,30908.19,28714.06,8633.964,64939.49,27286.18,16603.22,16228.46,10398.21,500249.5,37406.92,16919.37,327969.8,20048.13,38274.13,44306.96,19033.28,69108.46,38953.39,20729.57
C14:1 AC,562290.5,575254.3,371001.7,285666.4,428037.7,483866,362790.4,559351.1,268853.1,343586.9,332620.6,348789.2,750141.8,482203.7,367935.4,546093.9,602799.4,105729.6,293388.7,252024.8,349438.9,430823.4,406321.8,387957.5,680049.1,884731.8,830592.2,532747,368419.3,338521.4,241181.5,489923.4,356726.2,698781.9,381788.2,698162.7,312906.7,408566.8,476884.2,609403.9,431543.1,808528.4,645974.4,321560.9,504749.6,236669.5,343395
C14H18O5(1),112170.2,122885.1,1167.551,88695.87,67054.24,114632.6,192857,119883.4,116974.9,125820.1,62090.13,74519.41,44930,81107.55,109808.3,106113.6,63994.44,98250.53,75693.16,181690,42982.72,84045.69,109395.5,88530.78,90408.02,186944.6,111459.3,110792.4,119553.5,57010.85,153577.2,125092.9,92452.26,105126.2,130119.8,83074.31,145334.1,87206.68,154719.6,101688.5,97243.18,156123.8,118875,150007.4,123187.7,122097.8,81225.67
C15H22O5(1),912150.9,935685.7,8675.832,703427.4,567417.2,828774.5,1542484,717132.9,885029.6,1027923,509987.5,548079,323645.7,657507.2,892823.4,708359.3,541924.7,832659.2,625356.8,1414094,832730.3,763699.6,920043.2,764614.6,981969.3,1466781,887586.5,854889.9,993578.5,457848.6,1227285,1023408,764826.7,811659.1,886732.3,736607.4,1140033,699995.2,1048810,843877.4,844833.5,1262767,980357.4,1130942,1020714,1056885,624213.1
Piperine(2),247795.1,799013.3,994.1954,1838621,39198.65,881449.3,2259858,1737743,2013838,39346.65,3849705,3534286,73776.32,1773541,327004.1,1250911,1093513,3776964,163764.2,6130127,607146,1303494,474718.2,407843.3,2286140,862056.3,515772.4,1003576,107674.8,1193981,452030,22642.62,527056.2,748775.9,6710349,174645.8,169189.3,290271.3,1535444,718913.9,2595141,399302.3,3390206,94563.21,947306.1,3557925,104751.5
Piperine(1),53727.44,377976,2097020,1030374,25063.66,7178274,653108.4,22019710,339342.1,13656.14,585485.3,2146.26,132919.4,1315568,84015.93,3061187,347683.2,2666918,147248.6,4627106,906.636,703023.6,526817.8,444052.4,1922137,901610.8,493641.7,931058.3,113376.8,2026455,198910.6,31495.27,208084.2,270208.3,2749309,113546.5,234950.7,247532.3,2197712,1204393,1662161,416905.9,3038507,125840,1240625,3408821,127122.5
C16 Sphingosine 1-phosphate,90328.56,114078,3454.156,103664,94048.26,67315.3,69756.18,100386.5,72106.03,95970.05,79484.14,113803.2,104224.6,114618,101371.4,82001.53,106213.8,106955,208793.5,131153.7,111426.9,160703.6,187381.8,181212.8,191434,118426,130447,158050.9,140700,81968.58,116650,113892.9,151050.9,126164.9,109778.9,155805.8,157218,132543,166265.4,140687.6,178440.1,232325.9,156482.9,191061.3,129597.4,225243.7,146453.3
C16:1 AC,214455.2,128664.7,71923.74,96588.72,101429,119682.9,104894.2,137145,101649,122873.1,86241.81,120703.5,223287.7,153044.6,103090.9,153218.9,173735.9,42043.27,111491.8,85295.28,88216.41,174516.4,125815,132950.3,218576.2,165795.1,209463.2,125382,118327.2,88625.03,65920.38,157536.7,90361.74,144025.4,100850.4,153393.9,108811.7,110843,119099.1,145184.1,155324.7,273269.2,134902,117487.7,155085.8,93074.78,100892.2
C14H22O3,192379.1,528083.5,109435.1,321220,247461.3,1557833,359856.1,1830306,386350.7,321352,6957.004,333.6636,222371.7,183440.7,272789.3,782546.8,778516.1,148644.3,174465.2,348685,3542.885,139409,526388.3,171348.6,202182.2,378738.6,1228363,306283.7,288653.1,168448.9,367112.8,359465.7,255245.1,350100.7,776653.1,249973.2,905345.6,199754.7,448468.7,709208.3,261834.5,511340.7,353657.5,276900.7,61116.69,224385.6,311939.4
C19H21NO3,8917.379,38233.07,29064.22,151363.3,9244.669,10724.06,83868.86,21171.42,20307.45,3505.922,1606.652,92244.71,1936.491,143309.5,10303.97,33353.24,22853.61,119859.6,25732.14,237094.9,27434.85,49819.71,58294.25,66808.47,184412.3,75251.34,45885,59136.15,14896.07,156422.3,26507.38,11533.02,57393.85,24396.35,313155,44796.42,73251.17,33789.4,199942.9,68206,82003.25,58494.96,104715.3,14727.37,102897.7,202668.6,65421.25
C25H34O8,703717.1,249704.8,779558.2,904359.7,830976.5,573413.4,469709,843959.5,143384.7,1201324,867099.8,559447.4,549022.2,1691220,1226519,660688.3,355545.7,659473.5,1647911,310583.8,433813.8,362533.4,327660.3,714267.9,2299152,3532011,1587060,1119066,1060736,2052451,1031802,1564834,2881887,1051747,713101.9,1756245,1325151,965523,1167866,963285.5,830528.8,625288.6,1565875,1864256,336229.4,303370.2,334483.7
C24H36O3,119464.3,580615.5,104660.2,163652.3,138084.8,1019080,1003269,130437.7,213858.5,250334.5,249565.5,100996.2,62354.52,148351.8,81025.7,136461.9,1756287,1333497,91593.43,411689.5,392943.4,771269.6,554505.6,462728.1,135686.2,1825721,100595.6,726179.3,1260012,887339.8,328815,155723,953019.5,173313.1,381959.9,1412769,1524943,1441002,1042839,285244.6,647886.2,527795,231628.2,322748.5,364416.5,901364.5,472574.2
C18:2 AC,453537.8,587156,204536.3,515873.8,372903.4,439898.4,414704.9,412347.9,356904.4,521301.6,322174,441905.1,643794.4,511884.1,404421.8,492128.4,617607.6,271409.2,518175,324963,341137.3,518654.7,614781.3,424312.6,641228.7,387573,456380.1,573275.9,329739.8,354095.7,380152.9,542776,380769.7,324103,624218.1,478183.3,324031.9,438816.1,316503.3,300558.1,556119.1,905185,445114.8,605954,454964,946715.8,558800.5
LysoPC(14:0),5343745,6864885,6939847,11327240,10131610,6486782,6204086,9049214,8700757,9585874,11529770,13286800,7664405,12782390,8913642,6755867,12749330,3785969,5015055,8164392,12584180,5046418,6540225,4019085,3221274,4411631,4291656,4239612,5290852,2008781,4059074,5755999,4065909,2599762,3349277,3800433,5766981,3143602,7243662,3821992,5466881,10207790,3473020,1803330,5122971,2201580,2782467
C24H36N6O6,67426.2,48024.35,53788.04,254221.7,36816.61,87128.62,198350.6,139337.4,35327.22,35530.91,27289.89,77429.73,76974.67,264775.6,33513.93,204154.6,125573.4,521041.2,61946.77,105747.9,11182.08,94442.41,117603.8,135632.7,233626.9,176667.7,213359.4,116785.5,39008.77,159262.6,43810.6,22953.97,287833.8,80418.61,112036.4,49358.25,154812.6,359207.2,275806.2,85541.7,411361.5,90797.87,297349.2,422019.5,61940.09,431034.9,92468.92
C18 Sphingosine 1-phosphate,468825.6,560927.7,299716.5,596585,361000.7,558762.8,290881.4,438720.2,346703.1,536218.9,409517,548972.3,828690.3,418495.1,431887.8,403968.9,624682.4,417586.6,683161.3,480915.9,408713.7,819224.6,928839.9,738901.4,818583.6,463930.8,489033.1,640117.5,671858.2,339314.3,624483.3,689952.8,590226.6,440410.5,693827.2,635994.1,574476.8,665543.2,741983.9,648853.5,1164056,1273992,651609.4,890989.1,636763.7,1030353,706026.6
C24H38O3(2),69661.96,145500.9,207904.4,75237.39,70950.94,794441.9,96450.2,1491512,45010.85,126608.3,138721.2,98038.57,104940.1,75057.9,64438.31,389193.9,66141.59,275148.5,284294.6,371150.2,242697.9,496426.2,300756.3,527867.7,166879.8,331297.7,242701.2,437908.7,319630.7,173809.8,269825.5,145076.2,150951.1,137681.6,186704.8,293407.5,255122.5,206607.6,158942,664868.4,371415.1,251313.7,120755,184992.7,135776.2,312916.2,264640.8
C27H44O3(2),5917.664,767.9954,13278.79,7780.846,958.9403,4632.391,2280.591,7217.484,3089.937,3092.215,1342.07,19727.47,5021.325,2563.322,5627.745,6552.301,679.9733,1867.355,11961.22,6563.538,5293.615,4096.176,5491.727,11432.86,9124.95,15555.89,20983.23,6357.823,4999.389,3875.239,7617.355,6906.094,10389.15,6049.415,2678.552,9291.014,7394,8031.286,11039.98,10806.68,8219.818,31818.22,23955.42,12595.71,7887.046,17478.9,10548.56
C18:1 AC,527159.4,591500.7,297683.2,473411.6,382451.2,649082,494090.9,519888.4,512212.7,632023.7,385986.9,557401.1,1038582,627288.3,372070.1,555361.2,842787.1,247442.5,584941.8,319189.3,439398.8,1103564,752712,659152.2,991138.9,646461.8,920155.5,714358.5,552754.3,349758.1,420494.7,739338.6,492574.9,445405.8,893934.3,624542.8,485047.3,589110.2,604098.2,614574.2,1189184,1165193,654125.2,720982.5,744817.6,738954.8,602968.3
LysoPC(16:1),13288170,9877575,1201492,11949590,12122890,8466279,8232859,8122234,10521600,12702650,10026930,14463740,15976450,16985290,8837823,11901450,16427140,4002978,5840049,8217699,12066340,7897840,7056326,6408139,7886262,6970832,10850940,6671778,5360698,3230841,4854813,9350899,4310834,4455647,5675401,6351199,7659586,4488278,7131922,5845533,7390624,14073340,4359710,4557642,8647272,4341592,4949702
Sphinganine 1-phosphate,45351.56,46169.64,1248.235,35599.59,16943.28,1178419,27529.7,5963862,23789.3,38138.02,30238.23,19806.66,194845.7,18946.79,35389.73,87913.38,43915.25,29890.25,31039.2,24524.62,12793.78,43893.52,63724.63,46566.09,52559.15,26849.58,22326.82,43676.2,44381.87,24159.34,47245.34,41227.33,48082.52,21234.56,74090.6,34577.15,52545.35,50728.48,48751.33,49199.25,101443.6,84505.33,40121.84,66541.51,38301.3,58911.42,48811.98
LysoPC(15:0),1391672,2690247,22080.14,3372908,2778916,1125420,1537262,1152867,2315668,2969123,2608981,4532229,2314132,4729239,1667164,1568436,2388503,1643306,2490230,3046449,5628204,2241191,2518095,1586180,2140914,2073238,1189326,1764339,2124024,1205576,1781088,1860566,1873720,1173034,1978679,1553759,2065381,1477942,2444957,1994778,3189124,3762769,1588178,1349144,2058986,1601278,1270345
LysoPE(18:2),7712791,7623039,262063.8,7286773,6730195,3204218,5311493,3820571,3423301,7413988,7073917,8002777,4391454,7502241,3298355,3727340,4195779,4816801,4799748,5695282,7078808,5151822,5380116,5331752,3651981,5795882,5917912,5615434,5046825,3226404,6175842,9019014,4389626,4763647,6751515,6869965,4615911,4421014,4304114,3825987,8282591,10695220,5031191,6660672,7647127,5123946,7892619
LysoPE(20:4),3508793,5765496,174473.3,5883243,4819701,4329072,4975859,4918393,3272017,5929294,4132682,5989794,7886890,7069262,2828197,4516768,2482909,3543387,4289184,4293919,5869455,5399425,5580177,4714561,4541328,5500632,5429808,3968173,4111484,3723540,4249378,7076872,3442302,4638220,4559458,5221153,4020477,3961289,3931455,4190187,6603823,7268218,4185737,6151234,6240297,2939611,5602294
LysoPE(22:6),4697022,4263597,24511.21,3785073,2528132,3245043,4206463,3754044,2205287,5685593,2739222,3367521,5381778,3236209,2344506,4288631,481936.3,1900958,2284614,2875351,3274204,2457372,1962592,2058763,2801431,2669437,3391061,1720513,1737429,2503423,1473662,3832326,1790686,2702416,2140057,2317928,2927651,1730362,1733586,2797503,2772525,3540156,2449988,3224324,3092272,1823410,3127393
C24H38O3(1),1284510,2126437,450044.7,979825.1,1021302,76305440,2299100,22480560,1611123,1477781,1506266,79078.82,910300.8,743967,809507.9,2890335,85319.23,1430951,390879,1103077,61919.42,1484998,558673.8,735664.6,199058.5,1531694,263727.3,732275.2,1042215,910710,620548.8,146806.9,1460779,351058.7,500412.4,1259040,1393713,2355980,995063.6,1019047,1079075,404162.4,336840.7,471503.4,350553.6,2210073,1077193
LysoPC(18:2),59836290,91603240,113401,97839640,96875460,44308710,62118830,41831480,71537380,99974790,83970560,104198500,58226260,105203400,44136670,56961430,68137810,61232980,56465590,74589700,109996900,79099120,72594580,65371230,72688430,76349050,87274500,97417640,67732650,61767980,66768980,85176640,60611190,64505630,100257900,80912940,65245290,69191630,69628940,63127000,92055410,102962900,70620810,80124210,96360230,81819580,80102770
LysoPC(20:4),10053830,22848650,127210.4,27085190,22277210,12367440,19077590,12213320,18483850,24479240,17190560,27082530,24703530,32325870,12693420,17625430,4556432,14584600,16972520,17375420,30346470,24431600,21737920,20262450,32040710,21949940,30106180,23934570,18155450,20795850,16101510,22296860,14667290,20446170,22085150,22942910,16853670,18156250,20538860,18720300,21845200,26749340,18683390,27656850,23290010,19264460,20104330
LysoPC(22:6),7558628,9061899,536687.6,8760511,6872388,6091421,7445632,6123187,7069282,12826810,7655604,5707548,9245323,8883072,4615524,10310410,5584020,3535788,4624291,6168517,7392614,5043096,3373872,4499607,7343125,5705908,6962902,4962190,4518459,4561415,2936266,6434315,3616039,5035491,5388402,3792430,4665089,3526046,4716060,4711166,5334958,8274133,5211960,5432697,6555752,5242445,4524625
LysoPE(20:1),396229.3,669097.3,193.5538,602977.3,485193.2,460935.3,454151.5,319638.6,500186.2,642863.6,506445.1,813119.2,838648.8,793453.1,366200.9,517813.2,49632.04,504259.7,692487,812902.1,1025004,1248173,700794.5,629361.7,665767.2,657285.3,850606.9,791591.5,648678.7,447772.6,636546.9,656484.4,518781.4,443195.6,902912.4,595908,900011.2,455037.3,932310.8,986642.7,1118248,1246765,452478.2,467405.6,826160.9,616421.6,404532.7
LysoPE(16:0),1664799,1880667,30479.7,1453205,1106492,22641500,1766882,97085080,1289151,2168014,1450572,24465.07,5209016,1784818,955083.6,4115173,12824.27,1240765,1848925,1443365,74780.27,1569871,1493946,1639006,1859632,1992385,1714970,1242757,1531962,1295411,1789802,2299249,1718655,1114390,1878357,1759884,1698439,1663203,1468516,1629836,3143512,3524533,2210091,2280291,1875573,1215607,1782401
LysoPE(20:3),681708.4,451665.7,84519.6,461709.5,363796.8,2109792,402470.8,3579040,201070.4,440800.3,457956.5,140810.4,1212363,492588.7,207228.2,666024.5,517420.9,180621.6,194382.7,215115.2,174734,292378.4,261399.2,250194.2,176229.4,248241.7,300980.8,187089.9,210583.9,165801.6,257859.1,372367.5,209962.9,240957.8,277111.9,255177.7,226657.4,172331.7,160906.4,199040.3,340339.9,275922.9,189188.7,297077.8,271280.8,185038.8,250716.3
LysoPC(16:0),87599060,147657600,18155160,143763400,130573400,109496200,101990800,94886090,104181300,164696100,106483800,140649700,163179000,167194800,103399600,141123400,103237200,119732000,143246700,138104300,141754800,142085000,133200300,123628800,164551800,142890900,120071200,121131900,113356500,100439800,136095000,133132000,130770000,99049230,153008900,132974900,114591400,141245200,130322600,133378800,180823800,190013600,142318600,163446300,131956100,123331800,124746100
LysoPC(20:3),4436962,7411044,1324862,6858474,5943657,9469724,4297898,10177870,4550489,6567987,6523779,2960398,12107800,8443725,2860316,10402110,1654174,3797560,4364769,4991524,3461549,7490964,5354246,5870671,7420257,5897085,8307783,6021228,5445010,3832517,5393978,7039050,4824292,4870966,7169347,5019538,4680040,4332949,5074508,5171457,7303423,7129294,4990862,6355384,6639211,5317530,4834198
LysoPE(P-16:0),164270.4,367837.5,58944.06,255526.6,165544.7,4061698,270383.4,4678213,199572.9,424914.2,184114.7,8893.553,1441197,286692,181051.2,661589.8,2424.974,118253.1,197558,106921.7,5009.801,171623.4,171960.6,121336.3,179208.6,217931.1,143895,111297.7,112310.9,114745.7,152322.7,227054.3,185950.2,134533.7,285291.9,131705.1,111971.1,225152.4,155359,191436.4,463848.3,235850.8,279764.4,308421.6,128201,200720.2,218744.3
LysoPC(P-16:0),981336.1,1980084,127972.2,1824250,1170357,1281025,1072799,1097759,1007608,2296214,860263,1338749,2473251,2242123,873691.7,1564074,69368.79,1423339,2100729,1433624,1728486,2147880,1483707,1475619,2188262,1745807,1290686,1433811,1424153,1223945,1506702,1828807,1518378,1037725,2619684,1494777,1276047,1800708,1548213,1681247,3548360,3009506,2020582,2221823,1737026,2109615,1582824
C27H40O5,64770.17,91283.45,1483.504,628152,1070914,786589.7,382416,1242279,132868.5,330569.4,204563.8,231146.1,473975,588956.3,307361.5,1516485,3322.868,405555.3,398203.4,273520.5,240260.7,386915.5,312154,284642.4,295417,271674.7,99498.04,120286.9,340721.3,563047.2,621216,132017,632715,309394.8,248606.7,303556.1,219479.8,337319.3,569680.5,726982.4,472758.6,639633.3,573520,791466.4,194465.4,1073116,231691.5
LysoPC(22:4),214255.4,844150.9,5188.012,630835.1,492998,5250646,366682,9869171,254759.1,520150.3,408405.2,209638.7,2527185,807962.9,220527.1,1689949,16755.27,234302,360103.2,273569.4,4437.555,438287.3,378666.1,405041.6,565999.2,368260.6,697356.6,413146.4,324050,256966.8,353865.7,464934.3,312176.1,246212.5,638115.3,416792.9,243495.9,314740.3,330329.2,268941,602896.2,549445.7,302579.4,398658.4,400193.7,279332.3,324797.5
LysoPC(17:0),1577732,5365484,147504,3945572,3006561,2897475,2130765,2054122,2616212,4918301,2408734,3412816,6016155,5327964,2061919,3510862,107885.9,3077630,3624997,3481232,4818508,4072664,3704271,3065740,3919502,3613328,2271238,3415243,3349110,2111669,3054313,2806327,3185901,1840612,6138325,2648731,3061733,2563776,3415296,3380194,7290447,6994848,3294409,2773941,3416408,3136802,2591956
C27H42O4,774586.6,820874.2,197970.3,531359.3,689192.8,4913459,573214.3,7447202,355829,766720.4,396285.1,1597.097,2812241,1043249,431324.6,2660476,301013.8,492012.7,736522.3,498738,6869.676,463395.5,391433.3,596745.4,843398.1,459944,428824.2,441106.4,359250.8,361495,422673.3,259738.7,644895.6,419035.6,391258,568189.1,417731.3,437805.4,479705.6,755258.8,478189.8,560652.4,444112.2,608928.9,473775.8,919952.1,321029.9
LysoPC(20:2),486478,840885.1,26787.28,715622.5,569588.7,5377499,444640.7,9616274,509469.9,987883.4,613986.4,374457,2483587,885120.4,288921.1,2026334,278475.5,414092.9,532075.4,574611.1,28479.07,657705.2,563821.9,528852.7,765406.8,739044.8,1020002,584532.1,571909.2,448903.4,602989.7,691132.8,676329.1,424673.7,1151258,691003,505618.3,573614,556557.6,635496.5,1503383,927602.3,694312.9,747092.8,857403.3,650746.2,683191.7
LysoPC(P-18:1),110000.9,214198,46884.83,177306.8,101830.3,82608.84,102073.8,68327.81,87348.59,201395.7,78065.42,193089,190314.3,194358.5,86762.85,134967.3,10557.95,155076.6,195358.8,169663.4,244296.1,211955.2,148409.4,152777.9,193926.6,177563.7,150963.8,141041.6,152979,139215.3,165371.3,196615.7,149519,116271.1,283332.5,179233.8,137240.1,164215.4,170261.9,167333.1,379452,294814.7,196189.7,222337.8,171912.9,258232.2,215083.5
Retinol (Vitamin A),592315.8,3911695,892382.8,1665469,1413628,1314668,654008.6,1073763,545958.4,1944465,600729.7,1421478,2020082,1774935,446661.7,2206908,437998.9,635623.8,454386.2,657893.4,1529720,1022651,928972.5,734544.5,1024184,881915.6,787568.3,642140.9,724574.7,336719.9,671491.9,488129,718450.2,437086.6,1715712,596364,713399.7,725709.8,633371.7,675715.7,1490991,882933.6,644393.6,494634.2,770251.1,443657.5,666751.8
LysoPC(P-18:0),424860.5,815505.7,311091.1,990914.7,616094.2,489550.7,522416.8,495550.4,486759.5,1087078,421792.4,808365.2,1305425,1040792,437084.8,743998.4,401081.2,676738,1023867,759537.5,956479,896825.9,745242.1,730700.9,1163688,791773.6,741472,650968.5,752139.1,689435.1,890117.8,920575.2,853816.5,672911.9,1242562,980797.3,546519.9,937125.1,702333.2,965412.7,1745062,1207504,928154.5,1416929,871330.5,1161822,980558.4
LysoPE(18:0),1049812,2284734,4348824,1244572,911770,17687130,1039106,64448300,815595.3,1911730,956480.5,1668.81,5903476,1436485,573136.1,4037924,83250.2,908538.7,1263348,1053793,647.9685,1279333,1208199,1232935,1431734,1708609,1403718,988967.6,1122620,686041.7,1398018,1385236,1239110,633522.1,2055053,1151178,1011161,1135917,1045463,1039300,2861345,2439278,1537496,1501174,1440214,842675.7,1285053
C20H28N6O,94518.98,292597.8,1192.848,179532.3,149195.6,102684.5,66078.4,120683.2,78583.93,213104.2,95698.98,123116,212785.8,207521.5,70528.79,232743.8,2226.053,134756.7,137066.2,107754.4,117638.2,254465.8,140245.1,182196.6,184020.7,218330.1,141641,140926.9,144798.1,121060.4,189371.4,84444.42,152300.9,116301.6,232717.2,107994.4,110918.4,232904.2,187781.4,136647.3,304413.2,159451.4,189240.9,113687.4,121089.1,87546.98,96272.63
C23H32N4O4,2807286,5224870,925271.9,3710921,3399351,3396926,2561519,2736766,2829195,4412574,3032721,3301312,4510244,3794651,2374634,4203867,1273666,3031133,2677945,3208053,3099628,4081145,3415707,3749396,3449926,3791880,2870001,3032797,3460150,3046610,3775164,2644212,3159450,2401698,4166922,2506893,3067504,4461203,3485198,3652646,3710731,3816681,3692121,3557289,3051241,2283800,2573196
C27H44O3(1),50136.56,73273.19,1520.821,32976.9,36596.58,375411.9,21325.14,701874.9,16823.66,29372.02,20433.6,52793.42,139421.9,54544.29,23370.38,370634.2,32341.37,37069.03,59971.58,38659.4,2857.449,43504.15,34328.17,49406.12,60084.76,30123.35,21544.17,23046.34,25658.45,23588.84,25926.31,12492.08,30658.28,34463.78,17828.88,32432.07,27500.19,26930.17,34466.68,43202.1,29570.39,42774.18,27576.57,54354.79,34935.39,46985.07,17075.94
LysoPC(18:0),25404010,59304240,8841775,44064400,33959280,28807270,23788810,23857780,24621650,56363050,25783290,43593660,58105910,52465720,21370010,44497740,29713860,31791860,34476470,34482510,50554260,38964040,36266820,34019050,43883170,41937280,32768680,32346700,32952550,20162870,37748690,28441380,34057070,21733990,59126560,30180130,25992040,37847270,34413480,31888220,74150280,54562300,37356580,46621150,38640190,31344360,35873850
