Name,30D_1,30D_2,30D_3,50D_1,50D_2,50D_3
BC332_22545_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_16483_mrna,226.0,130.0,147.0,45.0,125.0,95.0
BC332_12618_mrna,260.0,293.0,225.0,154.0,128.0,327.0
BC332_02955_mrna,2.0,0.0,0.0,0.0,2.0,1.0
BC332_32428_mrna,212.0,185.0,71.0,67.0,93.0,110.0
BC332_14280_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_17406_mrna,144.0,139.0,152.0,148.0,185.0,230.0
BC332_10327_mrna,193.0,142.0,102.0,60.0,44.0,89.0
BC332_01211_mrna,42.0,29.0,28.0,18.0,27.0,28.0
BC332_20864_mrna,272.0,255.0,196.0,254.0,325.0,301.0
BC332_07788_mrna,455.0,368.0,274.7,301.389,308.681,361.0
BC332_06238_mrna,14.0406,18.0062,14.056,39.1066,15.0295,17.0498
BC332_12698_mrna,230.0,0.0,0.0,0.0,1.0,2.0
BC332_08632_mrna,78.0,107.0,111.0,141.0,89.0,97.0
BC332_06726_mrna,158.0,169.0,139.0,73.0,73.0,128.0
BC332_03290_mrna,896.603,802.798,761.745,646.624,767.307,721.198
BC332_04653_mrna,85.0,100.0,95.0,54.0,62.0,69.0
BC332_30377_mrna,242.0,217.0,200.0,179.0,169.0,220.0
BC332_27337_mrna,48.7307,40.2058,57.0815,23.7514,16.5673,32.5311
BC332_20699_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_28166_mrna,5098.0,4300.0,3422.0,626.0,563.0,636.0
BC332_27484_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_21656_mrna,2.0,2.00278,4.0,0.0,1.0,0.0
BC332_17692_mrna,1037.0,1013.0,916.0,1262.0,1361.0,1210.0
BC332_18944_mrna,188.0,167.0,199.0,138.0,144.0,127.0
BC332_20842_mrna,3126.0,2703.0,2874.0,3648.0,3034.0,4278.0
BC332_07200_mrna,52.0,50.0,22.0,27.0,27.0,51.0
BC332_14174_mrna,0.0,0.0,0.0,1.0,0.0,0.0
BC332_06052_mrna,522.0,537.0,461.0,361.0,421.0,538.0
BC332_18407_mrna,335.0,339.0,279.0,195.0,223.0,258.0
BC332_18148_mrna,0.0,0.0,2.0,1.0,0.0,1.0
BC332_00944_mrna,1018.0,1091.0,849.0,762.0,939.0,780.0
BC332_21815_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_07541_mrna,1.0,1.0,2.0,2.0,0.0,3.0
BC332_06993_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_19254_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_34113_mrna,59.0,69.0,59.0,81.0,80.0,78.0
BC332_08012_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_14833_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_06914_mrna,0.0,0.0,0.0,1.0,0.0,0.0
BC332_20760_mrna,2.08171,0.0,0.0,0.0,0.0,0.0
BC332_25492_mrna,0.0,0.0,0.0,4.0,1.0,3.0
BC332_04699_mrna,218.0,279.0,197.0,49.0,156.0,31.0
BC332_15390_mrna,268.0,253.0,247.0,221.0,194.0,233.0
BC332_14684_mrna,1.78769,0.0,0.0,0.0,0.0,0.0
BC332_22181_mrna,28.0,31.0,14.0,16.0,26.0,31.0
BC332_13069_mrna,4558.0,3528.0,4041.0,2492.0,2928.0,2894.0
BC332_26398_mrna,999.0,854.0,754.0,901.0,1473.0,1143.0
BC332_22172_mrna,32.0,4.0,21.0,1111.0,1066.0,755.0
BC332_10947_mrna,288.278,227.0,285.462,229.0,234.0,253.432
BC332_17058_mrna,49.0,33.0,33.0,16.0,11.0,21.0
BC332_10909_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_16063_mrna,51.0,54.0,31.0,1.0,13.0,4.0
BC332_14838_mrna,1709.0,1415.0,1473.0,1586.0,2016.0,1321.0
BC332_23399_mrna,437.0,375.0,311.0,415.0,524.0,400.0
BC332_22757_mrna,55.0,34.0,11.0,20.0,41.0,2.0
BC332_18012_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_22463_mrna,2173.0,1921.0,1408.0,1056.0,871.0,1290.0
BC332_09298_mrna,30.0,50.0,29.0,42.0,33.0,36.0
BC332_21263_mrna,749.0,707.0,696.0,548.0,724.0,750.0
BC332_07100_mrna,1765.0,1857.0,1652.94,1587.0,1760.0,1701.0
BC332_06923_mrna,1294.0,1103.0,1189.0,1372.0,1925.0,1183.0
BC332_28034_mrna,2391.0,2206.0,2054.0,1676.0,1816.0,1779.0
BC332_22446_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_19550_mrna,374.0,473.0,481.0,161.0,150.0,106.0
BC332_23490_mrna,1.0,1.0,0.0,2.0,0.0,3.0
BC332_16697_mrna,552.0,495.0,461.0,404.0,479.0,338.0
BC332_16493_mrna,379.0,328.0,411.0,348.0,86.0,669.0
BC332_25760_mrna,80.059,80.0,71.0,61.0,57.0,76.0
BC332_13915_mrna,1.0,0.0,4.0,0.0,1.0,1.0
BC332_14167_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_07945_mrna,70.7499,37.0,55.5647,46.001,20.0,137.698
BC332_14856_mrna,0.0,0.0,0.0,0.0,0.0,5.0
BC332_14694_mrna,6.0,1.08068,2.03707,0.0,0.0,0.0
BC332_25912_mrna,186.0,236.0,148.0,117.0,104.0,128.0
BC332_12619_mrna,1.0,0.0,0.0,0.0,0.0,1.0
BC332_18158_mrna,25.0,25.0,21.0,5.0,47.0,13.0
BC332_01252_mrna,68.0,82.0,80.0,58.0,54.0,61.0
BC332_02631_mrna,193.0,123.0,161.0,305.0,230.0,344.0
BC332_25486_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_20164_mrna,54.8121,42.5455,29.0544,47.3622,33.7373,53.4884
BC332_12157_mrna,13.0,18.0,8.0,2.0,8.0,22.0
BC332_06124_mrna,550.0,496.0,384.0,475.0,474.0,495.0
BC332_14112_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_30434_mrna,205.0,236.0,224.0,313.0,211.0,330.0
BC332_34621_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_29668_mrna,4141.0,4099.0,3421.0,1576.0,1326.0,2004.0
BC332_11791_mrna,114.0,148.0,102.0,78.0,119.0,138.0
BC332_30780_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_17308_mrna,483.0,394.0,451.0,586.0,483.0,714.0
BC332_33160_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_16791_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_21703_mrna,25.0,22.0,39.0,18.0,34.0,57.0
BC332_14892_mrna,0.0,3.0,0.0,0.0,1.0,1.0
BC332_31554_mrna,0.0,2.0,3.0,0.0,2.0,4.0
BC332_25471_mrna,0.0,0.0,0.0,3.0,5.0,1.0
BC332_21823_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_12797_mrna,0.0,1.0,0.0,4.0,13.0,4.0
BC332_31286_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_23369_mrna,353.0,267.0,294.0,208.0,196.0,284.0
BC332_08589_mrna,0.5,2.5,2.0,1.0,2.0,1.0
BC332_11455_mrna,0.0,2.0,1.0,1.0,0.0,2.0
BC332_08244_mrna,169.0,163.0,147.0,352.0,323.0,279.0
BC332_23244_mrna,0.0,0.0,0.0,0.0,1.0,1.0
BC332_01424_mrna,230.0,190.0,170.0,164.0,145.0,155.0
BC332_28796_mrna,6.0,12.0,9.0,8.0,10.0,8.0
BC332_34126_mrna,543.655,486.0,501.0,467.845,383.766,495.0
BC332_16851_mrna,3.0,1.0,14.0,201.0,369.0,265.0
BC332_15523_mrna,8.0,3.0,9.0,9.0,13.0,15.0
BC332_11274_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_28197_mrna,7.0,2.0,9.0,13.0,26.0,12.0
BC332_30805_mrna,0.0,1.0,0.0,1.0,0.0,6.0
BC332_02959_mrna,158.0,192.0,177.0,9.0,12.0,9.0
BC332_04275_mrna,4406.0,3751.0,4063.0,2280.0,2997.0,3181.0
BC332_05817_mrna,122.0,167.0,118.0,88.0,148.0,106.0
BC332_26677_mrna,109.0,103.0,87.0,114.0,124.0,142.0
BC332_31693_mrna,0.0,0.0,2.0,0.0,0.0,0.0
BC332_21808_mrna,0.0,0.0,4.0087,0.0,0.0,2.04054
BC332_34662_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_08810_mrna,3.0,17.0,2.0,0.0,0.0,0.0
BC332_28471_mrna,386.0,353.0,422.0,349.0,336.0,393.0
BC332_22994_mrna,305.0,208.0,264.0,231.0,252.0,271.0
BC332_14319_mrna,87.0,102.0,112.0,95.0,91.0,123.0
BC332_12289_mrna,6.0,1.0,2.0,0.0,0.0,0.0
BC332_04225_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_31210_mrna,650.0,504.0,512.0,322.0,306.0,508.0
BC332_23091_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_32605_mrna,64.0,62.0,55.0,79.0,82.0,89.0
BC332_24691_mrna,393.0,366.233,202.213,998.295,657.25,787.258
BC332_02817_mrna,6.0,12.0,2.0,0.0,0.0,3.0
BC332_08224_mrna,318.0,232.0,219.0,283.0,331.0,232.0
BC332_15849_mrna,4.0,4.0,11.0,0.0,5.0,3.0
BC332_18303_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_22409_mrna,95.0,65.0,60.0,71.0,58.0,67.0
BC332_18585_mrna,1686.0,1451.0,1417.0,1617.0,1297.0,1582.0
BC332_11950_mrna,0.0,2.0,0.0,0.0,0.0,0.0
BC332_16424_mrna,1066.0,910.0,853.0,1161.0,1195.0,1188.0
BC332_06947_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_14677_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_05926_mrna,578.0,549.0,471.0,354.0,440.0,407.0
BC332_33348_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_25765_mrna,0.0,0.0,2.0,2.0,5.0,1.0
BC332_29511_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_26816_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_31488_mrna,11.8966,6.93216,9.0,9.23457,6.29877,7.52725
BC332_09479_mrna,1384.0,1551.0,864.0,726.0,822.0,1020.0
BC332_26272_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_12129_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_24322_mrna,106.0,74.0,99.0,142.0,129.0,138.0
BC332_23072_mrna,543.0,588.0,459.0,268.0,398.0,415.0
BC332_04962_mrna,222.0,166.0,142.0,120.0,135.0,119.0
BC332_21826_mrna,717.0,601.0,585.0,468.0,612.0,601.0
BC332_03419_mrna,195.561,199.0,189.477,142.0,175.696,210.0
BC332_01195_mrna,28.0,34.0,36.0,29.0,27.0,50.0
BC332_17839_mrna,1718.0,1250.0,1339.0,2836.0,2682.0,2542.0
BC332_19972_mrna,793.0,659.0,701.0,482.0,544.0,593.0
BC332_11401_mrna,94.1377,93.6588,97.4231,103.814,110.224,125.656
BC332_04683_mrna,148.0,121.0,130.0,84.0,71.0,94.0
BC332_26866_mrna,1998.0,1457.0,1729.0,1199.0,1479.0,1551.0
BC332_11433_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_07599_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_07254_mrna,1559.0,1640.0,1069.0,210.0,684.0,271.0
BC332_31747_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_22330_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_30556_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_12116_mrna,20.0,17.0,7.0,15.0,35.0,21.0
BC332_33295_mrna,9.0,25.9112,10.0,20.8355,6.0,14.0
BC332_18488_mrna,352.0,217.0,403.0,894.0,799.0,920.0
BC332_05200_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_13145_mrna,90.0,85.0,82.0,105.0,91.0,131.0
BC332_31702_mrna,16.0,28.0,13.0,29.0,16.0,20.0
BC332_25888_mrna,2505.0,1422.0,1991.0,12522.0,1903.0,6213.0
BC332_07006_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_28655_mrna,81.0,50.0,60.0,55.0,25.0,72.0
BC332_24269_mrna,1658.0,1390.0,1230.0,713.0,733.0,819.0
BC332_23627_mrna,195.0,129.0,162.0,264.0,258.0,255.0
BC332_19392_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_01845_mrna,8.0,1.0,0.0,4.0,4.0,9.0
BC332_03287_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_25963_mrna,0.0,1.0,0.0,0.0,0.0,0.0
BC332_25103_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_16583_mrna,26.0,21.0,35.0,38.0,53.0,37.0
BC332_02199_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_05905_mrna,53.0,64.0,71.0,53.0,32.0,42.0
BC332_16234_mrna,0.0,1.0,0.0,0.0,1.0,0.0
BC332_03483_mrna,2.0,2.0,0.0,0.0,0.0,1.0
BC332_33554_mrna,0.0,2.01008,0.0,0.0,2.0,2.02369
BC332_08833_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_32033_mrna,2.0,4.0,4.0,3.0,4.0,3.0
BC332_06762_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_05316_mrna,707.48,718.66,509.468,393.334,677.851,473.381
BC332_11148_mrna,5.0,4.0,4.0,0.0,0.0,1.0
BC332_20488_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_00329_mrna,97.0,55.0,38.0,40.0,10.0,23.0
BC332_10503_mrna,49.0,54.0,42.0,41.0,50.0,55.0
BC332_12274_mrna,6.0,3.0,8.0,0.0,7.0,0.0
BC332_25876_mrna,84.0,93.0,59.0,70.0,74.0,70.0
BC332_30841_mrna,68.0,68.0,58.0,37.0,56.0,69.0
BC332_14749_mrna,1.0,2.0,3.0,2.0,2.0,4.0
BC332_15140_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_29749_mrna,739.0,835.0,600.0,596.0,714.0,690.0
BC332_17506_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_02553_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_27966_mrna,79.0,53.0,57.0,60.0,85.0,78.0
BC332_16043_mrna,1.00881,0.0,0.0,0.0,0.0,0.0
BC332_12836_mrna,23.0,18.0,8.0,6.0,8.0,5.0
BC332_34248_mrna,0.0,1.23433,0.0,0.0,0.0,0.0
BC332_33283_mrna,3333.61,3025.85,2776.82,1470.65,1493.0,1938.97
BC332_06984_mrna,76.0,88.0,90.0,57.0,63.0,59.0
BC332_22826_mrna,721.0,491.0,607.0,663.0,857.0,687.0
BC332_32834_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_24307_mrna,98.0,81.0,73.0,49.0,80.0,91.0
BC332_23471_mrna,0.0,0.0,0.0,0.0,0.0,2.0
BC332_26331_mrna,1535.0,1453.0,1032.0,1594.0,1415.0,1396.0
BC332_11399_mrna,107.899,133.262,110.498,54.6673,89.5626,82.1136
BC332_12259_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_24704_mrna,0.0,3.0,3.0,0.549373,0.0,2.67932
BC332_21773_mrna,0.0,0.0,0.0,0.0,0.0,2.0
BC332_21885_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_10630_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_16574_mrna,16.0,21.0,14.0,29.0,31.0,7.0
BC332_12388_mrna,867.0,679.0,715.0,799.0,646.0,931.0
BC332_02472_mrna,1357.0,971.0,1042.0,1228.0,1172.0,1323.0
BC332_11283_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_30074_mrna,326.0,204.0,278.0,356.0,336.0,385.0
BC332_12262_mrna,5.0,7.0,13.0,12.0,17.0,20.0
BC332_06817_mrna,1.0,0.0,0.0,0.0,0.0,0.0
BC332_19521_mrna,179.0,221.0,209.0,229.0,84.0,213.0
BC332_05895_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_03152_mrna,266.0,264.0,232.0,269.0,277.0,243.0
BC332_33024_mrna,1092.0,874.0,825.0,1798.0,1999.0,1309.0
BC332_28923_mrna,13.0,7.0,5.0,4.0,10.0,15.0
BC332_09946_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_23208_mrna,647.0,621.0,516.0,198.0,258.0,282.0
BC332_05219_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_13418_mrna,751.0,682.0,624.0,649.0,667.0,726.413
BC332_13682_mrna,80.2127,110.145,59.1051,113.258,231.285,49.8806
BC332_31608_mrna,1895.0,1623.0,1385.0,1321.0,1486.0,1543.0
BC332_19308_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_12330_mrna,2.0,0.0,0.0,0.0,0.0,0.0
BC332_34756_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_13758_mrna,2.0,0.0,0.0,0.0,0.0,0.0
BC332_24607_mrna,119.0,116.0,70.0,68.0,71.0,82.0
BC332_02478_mrna,1.0,1.0,0.0,5.0,3.0,5.0
BC332_13780_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_11078_mrna,562.0,544.0,566.0,876.0,1123.0,813.0
BC332_13324_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_23998_mrna,137.0,144.991,120.0,122.99,170.0,186.0
BC332_17688_mrna,2812.0,2687.0,2366.0,5322.0,8332.0,4496.0
BC332_07963_mrna,16.0,32.0,22.0,22.0,29.0,29.0
BC332_23529_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_13679_mrna,17.0,12.0,3.0,81.0,72.0,86.0
BC332_33805_mrna,49.0,54.0,49.0,55.0,27.0,59.0
BC332_07855_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_29214_mrna,295.0,301.0,293.0,273.0,329.0,311.0
BC332_07684_mrna,1.0,0.0,0.0,0.0,4.0,1.0
BC332_29264_mrna,1.07325,6.65959,1.11891,0.0,0.0,0.0
BC332_04722_mrna,1102.0,857.0,867.0,1516.0,1804.0,2158.0
BC332_10620_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_22520_mrna,29265.0,30508.0,24310.0,16097.0,19271.0,29444.0
BC332_00318_mrna,1.0,0.0,4.0,0.0,1.0,1.0
BC332_20814_mrna,0.0,1.0,0.0,0.0,0.0,0.0
BC332_28824_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_18802_mrna,5901.0,4602.69,8355.14,5234.0,15642.5,5566.79
BC332_10694_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_27893_mrna,2285.0,2023.0,2017.0,3345.0,4980.0,2221.0
BC332_07811_mrna,1442.0,1345.0,1677.0,2915.0,3871.0,2958.0
BC332_06825_mrna,1.0,1.0,19.0,84.0,0.0,168.0
BC332_00112_mrna,3737.0,3531.0,3030.0,1910.0,2369.0,2477.0
BC332_00620_mrna,650.0,523.0,490.0,509.0,558.0,602.0
BC332_34828_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_13608_mrna,1.0,2.0,2.0,12.0,6.0,6.0
BC332_28702_mrna,1.0,3.35963,2.01332,3.0,0.0,0.0
BC332_27640_mrna,887.0,909.0,760.0,557.0,763.0,495.0
BC332_29193_mrna,44.0175,55.3416,59.19,31.8586,38.2537,72.2275
BC332_31472_mrna,10.0,0.0,0.0,0.0,0.0,0.0
BC332_01528_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_31252_mrna,424.0,448.0,373.0,385.0,360.0,462.0
BC332_07672_mrna,6676.0,6664.0,5726.0,9933.0,7936.0,6954.0
BC332_34158_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_22821_mrna,402.0,354.0,390.0,600.0,701.0,466.0
BC332_11779_mrna,0.0,0.0,0.0,1.87097,0.675396,5.58634
BC332_30979_mrna,243.0,141.0,219.0,271.0,179.0,341.0
BC332_01243_mrna,14.0,15.0,9.0,5.0,6.0,4.0
BC332_29007_mrna,288.0,245.0,252.0,168.0,276.0,217.0
BC332_22505_mrna,40.0,41.0,25.0,0.0,2.0,6.0
BC332_28218_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_30830_mrna,6.0,6.0,4.0,0.0,8.0,2.0
BC332_03713_mrna,729.0,603.0,584.0,257.0,174.0,251.0
BC332_04808_mrna,0.0,0.333333,0.0,2.66667,0.0,0.333333
BC332_24238_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_32892_mrna,0.0,4.0,2.0,3.0,0.0,2.0
BC332_08544_mrna,397.0,353.0,334.0,218.0,245.0,306.0
BC332_29316_mrna,1106.0,1115.0,938.0,770.0,842.0,1019.0
BC332_15810_mrna,23.0,10.0,25.0,121.0,49.0,102.0
BC332_10099_mrna,40.0,24.0,16.0,26.0,37.0,39.0
BC332_24181_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_29492_mrna,1179.0,1059.0,1019.0,980.0,1442.0,1089.0
BC332_27497_mrna,409.0,413.0,292.0,1.0,1.0,33.0
BC332_00545_mrna,33.0,42.0,32.0,23.0,13.0,39.0
BC332_31121_mrna,1924.55,1643.14,1659.13,3106.74,3274.31,3927.19
BC332_24439_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_13089_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_31750_mrna,2929.0,2471.0,2282.0,2237.0,1638.0,1937.0
BC332_10969_mrna,849.0,841.0,773.0,842.0,613.0,1117.0
BC332_13947_mrna,103.0,147.0,128.0,39.0,10.0,62.0
BC332_22685_mrna,1100.0,1026.0,1012.0,813.0,1294.0,999.0
BC332_28570_mrna,0.0,3.0,5.0,0.0,0.0,1.0
BC332_18861_mrna,729.0,628.0,614.0,516.0,666.0,698.0
BC332_19315_mrna,301.0,299.0,259.0,192.277,198.0,219.0
BC332_11713_mrna,726.0,545.0,494.0,409.0,358.0,540.0
BC332_09821_mrna,17.0,31.0,12.0,3.0,0.0,9.0
BC332_15466_mrna,7.0,8.0,9.0,12.078,13.0,6.0
BC332_01589_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_06514_mrna,4.0,10.0031,2.0,0.0,0.0,0.0
BC332_08765_mrna,101.0,95.0,85.0,64.0,58.0,78.0
BC332_25928_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_28049_mrna,369.0,362.0,347.0,307.0,282.0,427.0
BC332_08179_mrna,1205.0,1355.0,1026.0,1046.0,388.0,1052.0
BC332_10362_mrna,2.07637,2.0,0.0,7.05436,3.12167,2.02365
BC332_32869_mrna,112.0,123.0,114.0,89.0,142.0,104.0
BC332_18541_mrna,3.0,0.0,3.0,0.0,4.18355,1.0
BC332_00811_mrna,118.0,111.0,138.0,103.0,114.0,122.0
BC332_32151_mrna,162.0,141.0,129.0,101.0,95.0,139.0
BC332_04162_mrna,151.0,36.0,197.0,52.0,90.0,39.0
BC332_19811_mrna,50.1844,6.03001,70.1741,27.1344,55.071,16.1902
BC332_28523_mrna,511.0,373.0,387.0,604.0,778.0,679.0
BC332_31484_mrna,0.0,0.0,0.0,0.0,2.0,3.0
BC332_19100_mrna,96.0,101.0,88.0,64.0,64.0,82.0
BC332_22474_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_14459_mrna,6.0,13.0,4.0,6.0,6.0,4.0
BC332_23525_mrna,1.0,2.0,0.0,2.0,16.0,5.0
BC332_13030_mrna,3.0,3.0,4.0,0.0,1.0,0.0
BC332_07446_mrna,600.0,581.0,502.0,515.0,494.0,607.0
BC332_03636_mrna,15.0,7.0,6.0,3.0,24.0,2.0
BC332_23925_mrna,1543.0,1306.0,1291.0,890.0,1233.0,1219.0
BC332_28238_mrna,2164.0,1854.0,1758.0,1307.0,1463.0,981.0
BC332_25033_mrna,1.0,0.0,0.0,0.0,0.0,0.0
BC332_00840_mrna,1165.0,1080.0,874.0,1086.0,835.0,1186.0
BC332_23022_mrna,129.541,153.665,108.873,114.82,171.195,190.497
BC332_19123_mrna,0.0,0.0,0.0,1.0,0.0,0.0
BC332_09618_mrna,408.0,376.0,350.0,263.0,324.0,416.0
BC332_34624_mrna,0.0,3.44582,4.88355,8.76511,9.87837,2.43325
BC332_32466_mrna,2.0,3.0,2.0,0.0,0.0,7.0
BC332_31892_mrna,49.0,87.6909,14.2083,8.0,13.0,7.11247
BC332_09597_mrna,0.0,0.0,0.0,2.0,0.0,0.0
BC332_11997_mrna,0.0,5.0,2.0,0.0,0.0,0.0
BC332_24516_mrna,0.0,1.0,0.0,0.0,0.0,0.0
BC332_19734_mrna,29.0,38.0,16.0,3.0,20.0,25.0
BC332_22407_mrna,115.0,78.0,122.0,138.0,54.0,73.0
BC332_29890_mrna,79.0,52.0,52.0,85.0,55.0,91.0
BC332_20368_mrna,5.0,1.0,2.0,3.0,4.0,5.0
BC332_22820_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_13107_mrna,5.0,2.0,3.0,0.0,0.0,10.0
BC332_18781_mrna,0.0,1.0,2.0,0.0,3.0,0.0
BC332_33382_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_31224_mrna,112.758,51.9413,62.0,96.9801,62.0,66.9452
BC332_12097_mrna,192.0,177.0,176.0,121.0,117.0,184.0
BC332_19368_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_17327_mrna,388.0,339.0,295.0,203.0,340.0,183.0
BC332_03107_mrna,85.0,112.0,86.0,178.0,207.0,144.0
BC332_17425_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_14230_mrna,51.0,47.0184,35.1852,42.0795,40.0,54.0554
BC332_24998_mrna,363.0,350.0,294.0,153.0,131.0,259.0
BC332_33887_mrna,755.0,595.0,585.0,664.0,968.0,615.0
BC332_30884_mrna,0.0,0.0,0.0,0.0,1.0,1.0
BC332_19982_mrna,637.0,565.0,559.0,765.0,579.0,881.0
BC332_26989_mrna,4.0,6.0,6.0,12.0,9.0,2.0
BC332_02338_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_29567_mrna,0.0,1.0,7.0,2.0,4.0,0.0
BC332_00489_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_06727_mrna,1403.0,1374.0,1026.0,904.0,1155.0,855.0
BC332_00704_mrna,264.0,233.0,242.0,224.0,194.0,350.0
BC332_28466_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_12730_mrna,0.0,0.0,1.5,34.5244,12.297,9.20455
BC332_29838_mrna,510.0,455.0,430.0,315.0,357.0,297.0
BC332_29178_mrna,1.17227,2.1483,0.0,0.0,0.73445,2.29742
BC332_25968_mrna,694.0,714.0,612.0,234.0,283.0,313.0
BC332_09874_mrna,529.594,470.024,435.319,339.218,249.276,415.269
BC332_30575_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_06707_mrna,9.0,17.0,18.0,480.0,172.0,264.0
BC332_17632_mrna,253.0,215.0,232.0,416.0,403.0,386.0
BC332_11568_mrna,421.0,520.0,390.0,133.0,156.0,282.0
BC332_09252_mrna,9134.0,11371.0,8813.0,4489.0,13508.0,11610.0
BC332_24590_mrna,2277.0,1616.0,1500.0,2327.0,4341.0,2339.0
BC332_30903_mrna,0.0,0.0,0.0,0.0,0.0,0.0
BC332_33315_mrna,1566.0,2322.99,1184.98,2253.97,4703.0,2716.97
BC332_23075_mrna,0.0,1.0,0.0,3.0,0.0,0.0
BC332_32554_mrna,10.0,7.0,11.0,34.0,27.0,35.0
