Rank	Name	Granger	log2FoldChange	Score	Cluster
182.0	Cc72_00007079-RA	0.981447934361274	0.4999994030591669	1.4814473374204409	2
183.0	Cc72_00021039-RA	0.9842356835370983	0.4971591129540932	1.4813947964911915	2
184.0	Cc72_00021619-RA	0.9720950452266041	0.5088466230855614	1.4809416683121654	2
185.0	Cc72_00038199-RA	0.9527487396448507	0.5276531545558008	1.4804018942006514	4
186.0	Cc72_00016945-RA	0.984005548418774	0.49636043378351075	1.4803659822022848	6
187.0	Cc72_00020482-RA	0.9240451703769564	0.5561420125205842	1.4801871828975406	2
188.0	Cc72_00032012-RA	0.986422525634716	0.4937093419368205	1.4801318675715365	2
189.0	Cc72_00048447-RA	0.9278399847336282	0.5521309312159651	1.4799709159495933	2
190.0	Cc72_00042508-RA	0.9827648435513445	0.49717257477432386	1.4799374183256684	2
191.0	Cc72_00050411-RA	0.9325930940741018	0.5473066305792537	1.4798997246533556	3
192.0	Cc72_00035819-RA	0.9540272895797005	0.5257672572417744	1.4797945468214748	6
193.0	Cc72_00020558-RA	0.9910880374210286	0.4885984984171889	1.4796865358382174	2
194.0	Cc72_00008095-RA	0.9902797070020678	0.4893038988895669	1.4795836058916347	2
195.0	Cc72_00030392-RA	0.9741883500482555	0.5049856693381863	1.4791740193864418	2
196.0	Cc72_00021334-RA	0.9864205240344042	0.4926492290947655	1.4790697531291697	6
197.0	Cc72_00024562-RA	0.9532308882744557	0.5257831196469146	1.4790140079213703	4
198.0	Cc72_00040131-RA	0.989594173690132	0.48922994023231103	1.478824113922443	2
199.0	Cc72_00033677-RA	0.985968925991357	0.4928371156801065	1.4788060416714635	2
200.0	Cc72_00041988-RA	0.9239749749780717	0.5547523117681011	1.4787272867461727	2
201.0	Cc72_00017921-RA	0.995191286795617	0.48338194657183237	1.4785732333674493	2
202.0	Cc72_00035338-RA	0.9939566627247761	0.48449046078698593	1.478447123511762	6
203.0	Cc72_00027344-RA	0.9988739667647303	0.4794562062800333	1.4783301730447636	6
204.0	Cc72_00017659-RA	0.9362774654343178	0.542015599169848	1.4782930646041659	2
205.0	Cc72_00002128-RA	0.9890220420587374	0.4892619708642112	1.4782840129229486	2
206.0	Cc72_00031060-RA	0.9928294556077715	0.4852507146538636	1.478080170261635	2
207.0	Cc72_00043788-RA	0.9881301127086406	0.4897864687568455	1.477916581465486	2
208.0	Cc72_00008436-RA	0.9134551114951133	0.5644296309295002	1.4778847424246133	4
209.0	Cc72_00013584-RA	0.9849734076501696	0.4928371156801065	1.477810523330276	2
210.0	Cc72_00041104-RA	0.9690679393910218	0.508160199045973	1.4772281384369947	2
211.0	Cc72_00045777-RA	0.9740492195298422	0.5031171217068836	1.477166341236726	3
