Name,Granger,CCM,CCA,DTW,CCF,Spearman,Pearson,log2FoldChange,Cluster
HK1,0.08524990607657451,-0.8064750616688195,0.2658100836724182,2.8092299786397588,0.03783061447978799,0.40659340659340654,0.2658100836724183,0.020146767612730813,6
